X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	
153.95	305.72	NaN	126.53	571.75	NaN	731.28	324.55	NaN	717.5	287.5	NaN
152.39	305.49	NaN	126.53	571.75	NaN	731.28	324.55	NaN	717.5	287.5	NaN
150.73	305	NaN	126.53	571.75	NaN	731.28	324.55	NaN	717.5	287.5	NaN
149.4	304.97	NaN	126.53	571.75	NaN	731.28	324.55	NaN	717.5	287.5	NaN
147.79	304.47	NaN	126.53	571.75	NaN	731.28	324.55	NaN	717.5	287.5	NaN
146.02	303.63	NaN	126.46	571.49	NaN	731.28	324.55	NaN	717.5	287.5	NaN
144.39	303.14	NaN	126.4	571.29	NaN	731.28	324.55	NaN	717.5	287.5	NaN
141.95	303	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.5	287.5	NaN
139.33	303	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.44	287.53	NaN
136.77	302.68	NaN	126.59	571.73	NaN	731.21	324.5	NaN	717.5	287.5	NaN
134.75	302.36	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.6	287.44	NaN
132.49	302.1	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.6	287.44	NaN
130.48	302.25	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.6	287.44	NaN
128.66	302.03	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.6	287.44	NaN
126.04	301.67	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.26	301.54	NaN	126.46	571.49	NaN	731.28	324.55	NaN	717.55	287.48	NaN
123.65	301.32	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.55	287.48	NaN
123.5	301.5	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.55	287.48	NaN
123.67	301.97	NaN	126.46	571.49	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.94	302.23	NaN	126.52	571.48	NaN	731.33	324.44	NaN	717.5	287.5	NaN
124.04	302.33	NaN	126.53	571.75	NaN	731.39	324.5	NaN	717.56	287.47	NaN
124.52	302.44	NaN	126.53	571.75	NaN	731.39	324.5	NaN	717.56	287.47	NaN
124.27	302.52	NaN	126.52	571.48	NaN	731.33	324.44	NaN	717.62	287.55	NaN
124.29	302.56	NaN	126.59	571.73	NaN	731.33	324.44	NaN	717.56	287.47	NaN
124.29	302.56	NaN	126.59	571.73	NaN	731.33	324.44	NaN	717.56	287.47	NaN
124.21	302.71	NaN	126.52	571.48	NaN	731.33	324.44	NaN	717.56	287.47	NaN
124.13	302.96	NaN	126.46	571.49	NaN	731.39	324.5	NaN	717.5	287.5	NaN
124.1	303.02	NaN	126.46	571.76	NaN	731.21	324.5	NaN	717.57	287.57	NaN
124.2	303.27	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124.2	303.27	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124.04	303.37	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.57	287.57	NaN
124.27	303.45	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.57	287.57	NaN
124.1	303.51	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124.19	303.58	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124.19	303.58	NaN	126.53	571.75	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124.35	303.77	NaN	126.53	571.75	NaN	731.21	324.5	NaN	717.56	287.47	NaN
124	304	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124	304	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.11	304.06	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.46	304.08	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.46	304.08	NaN	126.53	571.75	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.21	304.08	NaN	126.52	571.48	NaN	731.26	324.41	NaN	717.55	287.48	NaN
124.11	304.28	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.07	304.39	NaN	126.4	571.5	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.07	304.39	NaN	126.33	571.14	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.07	304.39	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.11	304.45	NaN	126.38	571.12	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.11	304.45	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.11	304.45	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.11	304.45	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.11	304.45	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.13	304.47	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.62	287.55	NaN
123.94	304.51	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.09	304.6	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.09	304.6	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.07	304.71	NaN	126.46	571.49	NaN	731.24	324.71	NaN	717.56	287.58	NaN
124.05	304.9	NaN	126.46	571.49	NaN	731.17	324.68	NaN	717.56	287.59	NaN
123.95	304.93	NaN	126.46	571.49	NaN	731.31	324.38	NaN	717.62	287.55	NaN
123.93	305	NaN	126.53	571.75	NaN	731.21	324.5	NaN	717.62	287.55	NaN
123.93	305	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
123.93	305	NaN	126.4	571.5	NaN	731.21	324.5	NaN	717.6	287.44	NaN
123.93	305	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.6	287.44	NaN
123.93	305	NaN	126.46	571.49	NaN	731.28	324.55	NaN	717.6	287.44	NaN
123.93	305	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.8	305.02	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
123.8	305.02	NaN	126.46	571.49	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.93	305	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.55	287.48	NaN
123.93	305	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.62	287.55	NaN
123.93	305	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.1	305.07	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.62	287.55	NaN
124.22	305.1	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.22	305.1	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.55	287.48	NaN
124.1	305.12	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
124.1	305.12	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.98	305.23	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.98	305.23	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.28	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.28	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.28	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.28	NaN	126.45	571.58	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.28	NaN	126.46	571.49	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.86	305.34	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.5	287.62	NaN
123.86	305.34	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.5	287.62	NaN
123.87	305.4	NaN	126.52	571.48	NaN	731.21	324.5	NaN	717.56	287.58	NaN
123.91	305.45	NaN	126.52	571.48	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.87	305.4	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.56	287.58	NaN
123.87	305.4	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.56	287.58	NaN
123.89	305.46	NaN	126.44	571.12	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.89	305.46	NaN	126.44	571.12	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.82	305.52	NaN	126.44	571.12	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.76	305.58	NaN	126.44	571.12	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.76	305.58	NaN	126.44	571.12	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.76	305.58	NaN	126.52	571.48	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.76	305.58	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.72	305.63	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.72	305.63	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.56	287.58	NaN
124.04	305.57	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.56	287.58	NaN
124.03	305.12	NaN	126.52	571.48	NaN	731.28	324.55	NaN	717.55	287.48	NaN
123.24	304.1	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.56	287.58	NaN
123.24	303.7	NaN	126.5	571.36	NaN	731.21	324.5	NaN	717.55	287.48	NaN
123.13	303.07	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.62	287.55	NaN
123.23	302.74	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.62	287.55	NaN
123.1	302.48	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.5	287.5	NaN
122.97	302.23	NaN	126.59	571.73	NaN	731.28	324.55	NaN	717.5	287.5	NaN
123.41	302.22	NaN	126.5	571.36	NaN	731.28	324.55	NaN	717.5	287.5	NaN
123.41	302.22	NaN	126.5	571.36	NaN	731.2	324.73	NaN	717.56	287.58	NaN
122.8	301.8	NaN	126.5	571.36	NaN	731.2	324.73	NaN	717.56	287.58	NaN
122.8	301.8	NaN	126.58	571.83	NaN	731.2	324.73	NaN	717.56	287.47	NaN
123.03	301.72	NaN	126.58	571.83	NaN	731.2	324.73	NaN	717.56	287.47	NaN
123	301.5	NaN	126.55	571.73	NaN	731.3	324.48	NaN	717.5	287.5	NaN
123	301.5	NaN	126.49	571.46	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123	301.5	NaN	126.46	571.34	NaN	731.39	324.5	NaN	717.5	287.5	NaN
122.94	301.32	NaN	126.4	571.1	NaN	731.39	324.5	NaN	717.56	287.47	NaN
123	301.26	NaN	126.4	571.1	NaN	731.39	324.5	NaN	717.5	287.5	NaN
122.88	300.66	NaN	126.49	571.46	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.97	300.67	NaN	126.43	571.38	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.09	300.74	NaN	126.44	571.37	NaN	731.3	324.48	NaN	717.5	287.5	NaN
123.19	300.56	NaN	126.59	571.73	NaN	731.3	324.48	NaN	717.5	287.5	NaN
123.03	300.33	NaN	126.46	571.49	NaN	731.3	324.48	NaN	717.5	287.5	NaN
123.15	300.38	NaN	126.46	571.49	NaN	731.3	324.48	NaN	717.5	287.5	NaN
123.03	300.33	NaN	126.46	571.49	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123	300	NaN	126.46	571.49	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123	300	NaN	126.46	571.49	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.13	300.07	NaN	126.46	571.49	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.13	300.07	NaN	126.46	571.49	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.13	300.07	NaN	126.46	571.49	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.13	300.07	NaN	126.52	571.48	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.13	300.07	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.13	300.07	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.26	300.1	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.26	300.1	NaN	126.57	571.45	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.26	300.1	NaN	126.57	571.45	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.64	571.81	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.58	571.56	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.44	571.12	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.5	571.2	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.3	300.03	NaN	126.5	571.2	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.5	571.2	NaN	731.33	324.44	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.3	300.03	NaN	126.44	571.12	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.3	300.03	NaN	126.44	571.12	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.51	571.47	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.3	300.03	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.3	300.03	NaN	126.44	571.21	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.39	300	NaN	126.5	571.36	NaN	731.39	324.5	NaN	717.43	287.43	NaN
123.39	300	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.49	287.4	NaN
123.39	300	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.49	287.4	NaN
123.39	300	NaN	126.59	571.83	NaN	731.39	324.5	NaN	717.49	287.4	NaN
123.39	300	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.43	287.43	NaN
123.39	300	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.43	287.43	NaN
123.5	300	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.43	287.43	NaN
123.5	300	NaN	126.52	571.48	NaN	731.38	324.59	NaN	717.5	287.5	NaN
123.68	300	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.68	300	NaN	126.58	571.92	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.68	300	NaN	126.58	571.92	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.68	300	NaN	126.51	571.66	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.68	300	NaN	126.51	571.66	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.6	299.91	NaN	126.44	571.46	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.63	299.91	NaN	126.51	571.66	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.6	299.91	NaN	126.44	571.46	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.6	299.91	NaN	126.5	571.55	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.6	299.91	NaN	126.39	571.37	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.47	299.85	NaN	126.45	571.63	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.55	299.94	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.43	299.77	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.43	299.77	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.44	299.71	NaN	126.44	571.21	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.44	299.71	NaN	126.44	571.21	NaN	731.39	324.5	NaN	717.33	287.22	NaN
123.44	299.71	NaN	126.52	571.57	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.52	571.48	NaN	731.39	324.59	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.52	571.48	NaN	731.39	324.59	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.46	571.49	NaN	731.44	324.56	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.46	571.49	NaN	731.44	324.56	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.59	571.73	NaN	731.37	324.71	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.59	571.73	NaN	731.37	324.71	NaN	717.44	287.53	NaN
123.44	299.71	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.43	299.63	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.56	299.67	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.56	299.67	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.43	299.63	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.5	287.5	NaN
123.43	299.63	NaN	126.52	571.52	NaN	731.45	324.62	NaN	717.5	287.5	NaN
123.72	299.63	NaN	126.52	571.52	NaN	731.45	324.62	NaN	717.44	287.53	NaN
123.91	298.91	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.5	287.5	NaN
123.94	298.03	NaN	126.39	570.93	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.85	297.09	NaN	126.52	571.48	NaN	731.39	324.5	NaN	717.5	287.5	NaN
123.75	296.19	NaN	126.59	571.73	NaN	731.37	324.71	NaN	717.5	287.5	NaN
123.71	295.77	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.71	295.25	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.93	295.61	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.44	287.53	NaN
123.26	294.35	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.44	287.53	NaN
122.77	294.26	NaN	126.59	571.73	NaN	731.45	324.62	NaN	717.5	287.5	NaN
122.77	294.52	NaN	126.59	571.73	NaN	731.39	324.5	NaN	717.5	287.5	NaN
122.67	294.3	NaN	126.52	571.52	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.54	294.34	NaN	126.33	570.93	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.24	293.55	NaN	126.39	570.93	NaN	731.37	324.71	NaN	717.44	287.53	NaN
122.1	293.21	NaN	126.52	571.52	NaN	731.39	324.5	NaN	717.44	287.53	NaN
121.83	292.57	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122	292.17	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122	292	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.29	291.61	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.2	291.27	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.57	291.03	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.55	290.94	NaN	126.53	571.75	NaN	731.39	324.5	NaN	717.44	287.53	NaN
122.53	290.83	NaN	126.53	571.75	NaN	731.39	324.5	NaN	717.33	287.31	NaN
122.37	290.4	NaN	126.46	571.49	NaN	731.37	324.71	NaN	717.44	287.53	NaN
122.29	290.29	NaN	126.4	571.29	NaN	731.37	324.71	NaN	717.44	287.53	NaN
122.41	290.12	NaN	126.46	571.49	NaN	731.37	324.71	NaN	717.44	287.53	NaN
122.44	289.94	NaN	126.39	571.63	NaN	731.38	324.59	NaN	717.44	287.53	NaN
122.48	289.88	NaN	126.39	571.63	NaN	731.38	324.59	NaN	717.44	287.53	NaN
122.33	289.61	NaN	126.39	571.63	NaN	731.38	324.59	NaN	717.44	287.53	NaN
122.5	289.63	NaN	126.31	571	NaN	731.38	324.59	NaN	717.44	287.53	NaN
122.5	289.5	NaN	126.45	571.63	NaN	731.38	324.59	NaN	717.23	287.37	NaN
122.32	288.97	NaN	126.45	571.63	NaN	731.38	324.59	NaN	717.23	287.37	NaN
122.32	288.97	NaN	126.31	571	NaN	731.38	324.59	NaN	717.26	287.26	NaN
122.44	288.71	NaN	126.39	571.63	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.25	288.61	NaN	126.33	571.19	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.5	288.53	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.61	288.58	NaN	126.38	571.17	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.69	288.28	NaN	126.38	571.17	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.66	287.94	NaN	126.27	570.95	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.66	287.94	NaN	126.46	571.76	NaN	731.39	324.5	NaN	717.36	287.32	NaN
122.74	287.91	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.28	287.28	NaN
122.73	287.82	NaN	126.46	571.76	NaN	731.45	324.62	NaN	717.23	287.37	NaN
122.76	287.74	NaN	126.53	571.75	NaN	731.45	324.62	NaN	717.23	287.37	NaN
122.7	287.64	NaN	126.46	571.54	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.55	287.42	NaN	126.51	571.85	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.66	287.5	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.58	287.39	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.53	287.29	NaN	126.51	571.85	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.53	287.29	NaN	126.51	571.85	NaN	731.45	324.62	NaN	717.23	287.37	NaN
122.42	287.21	NaN	126.51	571.85	NaN	731.39	324.5	NaN	717.23	287.37	NaN
122.55	287.21	NaN	126.46	571.49	NaN	731.45	324.62	NaN	717.23	287.37	NaN
122.55	287.21	NaN	126.46	571.49	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.53	287.12	NaN	126.58	571.83	NaN	731.39	324.5	NaN	717.26	287.26	NaN
122.53	287.12	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.26	287.26	NaN
122.5	287	NaN	126.51	571.85	NaN	731.37	324.71	NaN	717.26	287.26	NaN
122.62	286.44	NaN	126.45	571.58	NaN	731.48	324.38	NaN	717.26	287.26	NaN
122.88	285.57	NaN	126.45	571.58	NaN	731.48	324.38	NaN	717.23	287.37	NaN
122.15	283.03	NaN	126.58	571.83	NaN	731.48	324.38	NaN	717.23	287.37	NaN
121.5	281.44	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.23	287.37	NaN
120.89	279.08	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.23	287.37	NaN
120.97	277.23	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.23	287.37	NaN
120.97	275.67	NaN	126.47	571.28	NaN	731.48	324.38	NaN	717.44	287.53	NaN
121.03	273.8	NaN	126.47	571.28	NaN	731.37	324.71	NaN	717.44	287.53	NaN
121.23	272.6	NaN	126.47	571.28	NaN	731.48	324.38	NaN	717.44	287.53	NaN
120.91	270.78	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.87	269.79	NaN	126.45	571.58	NaN	731.48	324.38	NaN	717.44	287.53	NaN
120.8	268.24	NaN	126.51	571.56	NaN	731.48	324.38	NaN	717.44	287.53	NaN
121	266.27	NaN	126.51	571.56	NaN	731.48	324.38	NaN	717.44	287.53	NaN
120.83	264.79	NaN	126.51	571.56	NaN	731.48	324.38	NaN	717.44	287.53	NaN
120.38	262.52	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.25	261.75	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.39	261.03	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.71	261.17	NaN	126.51	571.85	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.84	259.59	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.44	287.53	NaN
120.83	259.07	NaN	126.58	571.83	NaN	731.39	324.5	NaN	717.44	287.53	NaN
120.84	259.13	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.5	287.5	NaN
120.75	259.19	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.5	287.5	NaN
120.67	258.93	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.5	287.5	NaN
120.91	258.81	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.49	287.4	NaN
121	258.79	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.49	287.4	NaN
121	258.79	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.49	287.4	NaN
121	258.68	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.43	287.43	NaN
120.97	258.68	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.49	287.4	NaN
120.86	258.22	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.5	287.5	NaN
120.89	258.42	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.49	287.4	NaN
121.09	258.06	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.52	287.33	NaN
121.06	257.64	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.52	287.33	NaN
120.88	256.71	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.52	287.33	NaN
120.81	255.49	NaN	126.51	571.85	NaN	731.37	324.71	NaN	717.54	287.44	NaN
120.34	254.11	NaN	126.51	571.85	NaN	731.37	324.71	NaN	717.54	287.44	NaN
120.14	252.91	NaN	126.58	571.83	NaN	731.37	324.71	NaN	717.5	287.5	NaN
120.29	251.59	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.49	287.4	NaN
120.39	250.08	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.5	287.5	NaN
120.64	248.33	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.5	287.5	NaN
120.5	246.64	NaN	126.39	571.37	NaN	731.48	324.38	NaN	717.5	287.5	NaN
120.19	244	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
120.17	241.54	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
120.34	238.91	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.54	287.44	NaN
120.1	236.45	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
119.72	233.74	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
119.67	231.06	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
119.63	228.33	NaN	126.51	571.56	NaN	731.37	324.71	NaN	717.54	287.44	NaN
119	224.66	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.52	287.33	NaN
119	221.96	NaN	126.45	571.58	NaN	731.39	324.5	NaN	717.52	287.33	NaN
118.98	218.78	NaN	126.51	571.56	NaN	731.39	324.5	NaN	717.52	287.33	NaN
119	216.15	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.6	287.52	NaN
118.71	213.07	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.52	287.33	NaN
118.65	210.28	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.52	287.33	NaN
118.54	207.31	NaN	126.45	571.58	NaN	731.37	324.71	NaN	717.54	287.44	NaN
