,frame,pos_x,pos_y,id
0,3.0,1151.8669104457017,171.9932155834598,A
1,3.0,766.9478798586572,689.7673733804476,B
2,4.0,1151.9447437491367,171.97587143712298,A
3,4.0,766.9478798586572,689.7673733804476,B
4,5.0,1151.8172427220045,171.91832153736914,A
5,5.0,766.9478798586572,689.7673733804476,B
6,6.0,1151.8610824328355,171.98850574712642,A
7,6.0,766.9478798586572,689.7673733804476,B
8,7.0,1151.8585490088105,172.00775513950072,A
9,7.0,766.9478798586572,689.7673733804476,B
10,8.0,1151.8509145922158,171.95534772841881,A
11,8.0,766.9478798586572,689.7673733804476,B
12,9.0,1151.8436253610232,171.95933617567505,A
13,9.0,766.9478798586572,689.7673733804476,B
14,10.0,1151.7881961189573,171.88379836950278,A
15,10.0,766.9236417033774,689.7321585903084,B
16,11.0,1151.7657800441013,171.86404355016538,A
17,11.0,766.9236417033774,689.7321585903084,B
18,12.0,1151.7704025365315,171.869382409705,A
19,12.0,766.9238683127571,689.7189888300999,B
20,13.0,1151.7285757011066,171.91002369613727,A
21,13.0,766.9238683127571,689.7189888300999,B
22,14.0,1151.735204855842,171.9528210787695,A
23,14.0,766.9214474845543,689.7316857899382,B
24,15.0,1151.6912760956727,171.77293884510806,A
25,15.0,766.9212228101117,689.7448559670781,B
26,16.0,1151.7181150916913,171.89263937783298,A
27,16.0,766.9212228101117,689.7448559670781,B
28,17.0,1151.6910703998155,171.78469869800668,A
29,17.0,766.9134389671361,689.7857981220657,B
30,18.0,1151.6715733701913,171.83047684865238,A
31,18.0,766.9158604514804,689.7730870712401,B
32,19.0,1151.6347944321533,171.78712665929203,A
33,19.0,766.9162272993556,689.8002343292326,B
34,20.0,1151.653035849969,171.83714397550136,A
35,20.0,766.9162272993556,689.8002343292326,B
36,21.0,1151.6772672921265,171.95906916850623,A
37,21.0,766.9169600938967,689.7734741784037,B
38,22.0,1151.6685999677782,171.93891689106766,A
39,22.0,766.9162272993556,689.8002343292326,B
40,23.0,1151.773867957138,172.00440142873603,A
41,23.0,766.9162272993556,689.8002343292326,B
42,24.0,1151.7737355607712,172.0089741819688,A
43,24.0,766.9162272993556,689.8002343292326,B
44,25.0,1151.7035632183909,171.99455172413792,A
45,25.0,766.9162272993556,689.8002343292326,B
46,26.0,1151.6752903299987,172.05404162354833,A
47,26.0,766.9162272993556,689.8002343292326,B
48,27.0,1151.6776359664252,172.05266183741517,A
49,27.0,766.9162272993556,689.8002343292326,B
50,28.0,1151.8303462274812,172.13650727746636,A
51,28.0,766.9162272993556,689.8002343292326,B
52,29.0,1151.830105146652,172.12640656705403,A
53,29.0,766.9162272993556,689.8002343292326,B
54,30.0,1151.830105146652,172.12640656705403,A
55,30.0,766.9162272993556,689.8002343292326,B
56,31.0,1151.830105146652,172.12640656705403,A
57,31.0,766.9162272993556,689.8002343292326,B
58,32.0,1151.827048594294,172.14070896469013,A
59,32.0,766.9162272993556,689.8002343292326,B
60,33.0,1151.8267266228524,172.13072754525538,A
61,33.0,766.9162272993556,689.8002343292326,B
62,34.0,1151.9518723994452,172.10806749884418,A
63,34.0,766.9162272993556,689.8002343292326,B
64,35.0,1151.9596505823627,172.08668422998704,A
65,35.0,766.9162272993556,689.8002343292326,B
66,36.0,1151.9716562716562,172.05962115962114,A
67,36.0,766.9162272993556,689.8002343292326,B
68,37.0,1151.8955564784053,172.05906238464377,A
69,37.0,766.9162272993556,689.8002343292326,B
70,38.0,1151.8410756256048,172.16150513848564,A
71,38.0,766.9162272993556,689.8002343292326,B
72,39.0,1151.8235877563259,172.19382741678777,A
73,39.0,766.9162272993556,689.8002343292326,B
74,40.0,1151.8365027775856,172.16133047507088,A
75,40.0,766.9162272993556,689.8002343292326,B
76,41.0,1151.8403061106885,172.13673558767258,A
77,41.0,766.9162272993556,689.8002343292326,B
78,42.0,1151.8083339101543,172.1555801665859,A
79,42.0,766.9212228101117,689.7448559670781,B
80,43.0,1151.8097876269621,172.14916897506924,A
81,43.0,766.9212228101117,689.7448559670781,B
82,44.0,1151.8003556417716,172.18973719458685,A
83,44.0,766.901822457378,689.7289829512051,B
84,45.0,1151.6036952460038,171.97165132747443,A
85,45.0,766.901822457378,689.7289829512051,B
86,46.0,1151.4577612180592,172.01237378964555,A
87,46.0,766.901822457378,689.7289829512051,B
88,47.0,1151.4573589938148,171.99691890276148,A
89,47.0,766.901822457378,689.7289829512051,B
90,48.0,1151.4356481162217,172.00211479668067,A
91,48.0,766.901822457378,689.7289829512051,B
92,49.0,1151.544209272494,172.19912497709362,A
93,49.0,766.8518195050946,689.5004366812227,B
94,50.0,1151.544209272494,172.19912497709362,A
95,50.0,766.8518195050946,689.5004366812227,B
96,51.0,1151.5391099200622,172.2015392015392,A
97,51.0,766.8518195050946,689.5004366812227,B
98,52.0,1151.5391099200622,172.2015392015392,A
99,52.0,766.8518195050946,689.5004366812227,B
100,53.0,1151.544209272494,172.19912497709362,A
101,53.0,766.8518195050946,689.5004366812227,B
102,54.0,1151.5929467336223,172.19832152438605,A
103,54.0,766.8518195050946,689.5004366812227,B
104,55.0,1151.5694606798231,172.19390772192807,A
105,55.0,766.8518195050946,689.5004366812227,B
106,56.0,1151.5796074654927,172.18782959600128,A
107,56.0,766.8518195050946,689.5004366812227,B
108,57.0,1151.5599642415073,172.19004721954798,A
109,57.0,766.8518195050946,689.5004366812227,B
110,58.0,1151.5632120796156,172.0616106154198,A
111,58.0,766.8518195050946,689.5004366812227,B
112,59.0,1151.5590172934394,172.0587885442401,A
113,59.0,766.8518195050946,689.5004366812227,B
114,60.0,1151.5617105985723,172.0524208310452,A
115,60.0,766.8518195050946,689.5004366812227,B
116,61.0,1151.5597445405851,172.0523737581834,A
117,61.0,766.8518195050946,689.5004366812227,B
118,62.0,1151.9955733849772,172.12751879005856,A
119,62.0,766.8529497239174,689.5204882301656,B
120,63.0,1151.5013723068478,172.0472530991263,A
121,63.0,766.8529497239174,689.5204882301656,B
122,64.0,1151.9296452333263,172.0978888965628,A
123,64.0,766.8529497239174,689.5204882301656,B
124,65.0,1151.5993444276348,172.08974006326503,A
125,65.0,766.8529497239174,689.5204882301656,B
126,66.0,1151.6074777067142,172.14109529376705,A
127,66.0,766.8529497239174,689.5204882301656,B
128,67.0,1151.4501520243236,172.16558077863886,A
129,67.0,766.8529497239174,689.5204882301656,B
130,68.0,1151.492594373097,172.2150035482911,A
131,68.0,766.8529497239174,689.5204882301656,B
132,69.0,1151.492102733141,172.15375635214943,A
133,69.0,766.8529497239174,689.5204882301656,B
134,70.0,1151.4945054945056,172.19210164835164,A
135,70.0,766.8518195050946,689.5004366812227,B
136,71.0,1151.4960170306276,172.20127729707457,A
137,71.0,766.8518195050946,689.5004366812227,B
138,72.0,1151.4905811531505,172.1915356268168,A
139,72.0,766.8518195050946,689.5004366812227,B
140,73.0,1151.385404528526,172.1281102200288,A
141,73.0,766.8518195050946,689.5004366812227,B
142,74.0,1151.3958875942426,172.14519076993372,A
143,74.0,766.8518195050946,689.5004366812227,B
144,75.0,1151.3958875942426,172.14519076993372,A
145,75.0,766.8518195050946,689.5004366812227,B
146,76.0,1151.3910361842106,172.14825475146196,A
147,76.0,766.8518195050946,689.5004366812227,B
148,77.0,1151.3778782894738,172.13290387426898,A
149,77.0,766.8518195050946,689.5004366812227,B
150,78.0,1151.3799995431598,172.1622467393042,A
151,78.0,766.8518195050946,689.5004366812227,B
152,79.0,1151.386836634455,172.1507550316405,A
153,79.0,766.8518195050946,689.5004366812227,B
154,80.0,1151.381792390235,172.18564531997163,A
155,80.0,766.8529497239174,689.5204882301656,B
156,81.0,1151.3953903141721,172.12274203137144,A
157,81.0,766.8518195050946,689.5004366812227,B
158,82.0,1151.503276509944,172.1673998716891,A
159,82.0,766.8846607669616,689.7463126843658,B
160,83.0,1151.4945379594642,172.1379365624642,A
161,83.0,766.9002647837599,689.721094439541,B
162,84.0,1151.4860939289804,172.12455899198164,A
163,84.0,766.9002647837599,689.721094439541,B
164,85.0,1151.503933946297,172.18004665843281,A
165,85.0,766.9002647837599,689.721094439541,B
166,86.0,1151.4947981117373,172.1630688849168,A
167,86.0,766.9002647837599,689.721094439541,B
168,87.0,1151.475012596766,172.1368695891164,A
169,87.0,766.9002647837599,689.721094439541,B
170,88.0,1151.485408649441,172.1519607843137,A
171,88.0,766.9002647837599,689.721094439541,B
172,89.0,1151.4755100638868,172.11682810102812,A
173,89.0,766.9002647837599,689.721094439541,B
174,90.0,1151.3807269150711,172.22230609117315,A
175,90.0,766.8922350162385,689.7590788308237,B
176,91.0,1151.378972881511,172.18116339689945,A
177,91.0,766.885832593907,689.7817213842059,B
178,92.0,1151.3924366097353,172.25843107666276,A
179,92.0,766.9149629629629,689.8471111111111,B
180,93.0,1151.4912340931978,172.1422686075254,A
181,93.0,766.6687744655223,689.7886178861788,B
182,94.0,1151.3947206033597,172.20653639584046,A
183,94.0,766.8923580136782,689.8438893844782,B
184,95.0,1151.3823515950387,172.24003386882694,A
185,95.0,766.8923580136782,689.8438893844782,B
186,96.0,1151.4840267289119,172.1435534807085,A
187,96.0,766.866074074074,689.7928888888889,B
188,97.0,1151.4452666438276,172.1532031517643,A
189,97.0,766.9056881815502,689.9012673150603,B
