X1	Y1	ProbId1	X2	Y2	ProbId2	
783.8	540.13	NaN	1158.6	164.67	NaN
783.59	539.52	NaN	1158.6	164.67	NaN
783.61	540.13	NaN	1158.6	164.67	NaN
783.52	540.32	NaN	1158.6	164.67	NaN
783.62	540.04	NaN	1158.6	164.67	NaN
783.7	539.55	NaN	1158.6	164.67	NaN
784.38	538.63	NaN	1158.6	164.67	NaN
784.95	538.59	NaN	1158.6	164.67	NaN
784.94	538.65	NaN	1158.6	164.67	NaN
784.9	539	NaN	1158.6	164.67	NaN
784.81	537.9	NaN	1158.6	164.67	NaN
786.04	535.83	NaN	1158.6	164.67	NaN
786.75	534.79	NaN	1158.6	164.67	NaN
788.74	532.3	NaN	1158.6	164.67	NaN
789.46	529.96	NaN	1158.6	164.67	NaN
789.7	528.04	NaN	1158.6	164.67	NaN
790.56	526.5	NaN	1158.6	164.67	NaN
791.08	524.6	NaN	1158.6	164.67	NaN
790.54	522.5	NaN	1158.6	164.67	NaN
789.48	521.29	NaN	1158.7	166.48	NaN
790.25	521.8	NaN	1158.6	164.67	NaN
790.13	520.78	NaN	1158.7	166.48	NaN
788.96	520.19	NaN	1158.6	164.67	NaN
788.65	520.48	NaN	1158.6	164.67	NaN
789.14	520.32	NaN	1158.6	164.77	NaN
788.15	520.15	NaN	1158.6	164.77	NaN
788.31	519.12	NaN	1158.6	164.77	NaN
789.05	520.23	NaN	1158.6	164.77	NaN
789	519.64	NaN	1158.6	164.77	NaN
788.96	519.87	NaN	1158.6	164.77	NaN
788.96	519.87	NaN	1158.6	164.77	NaN
789	519.64	NaN	1158.6	164.77	NaN
788.91	519.3	NaN	1158.6	164.77	NaN
789.38	516.67	NaN	1158.6	164.77	NaN
790.5	514.43	NaN	1158.6	164.77	NaN
790.67	514.33	NaN	1158.6	164.77	NaN
791.79	513.79	NaN	1158.6	164.86	NaN
792.17	512.17	NaN	1158.6	164.86	NaN
792.26	510.7	NaN	1158.6	164.52	NaN
791.62	510.92	NaN	1158.6	165.18	NaN
791.83	510.06	NaN	1158.6	165.18	NaN
790.52	510.62	NaN	1158.6	165.18	NaN
791.65	509.5	NaN	1158.6	165.18	NaN
790.75	506.75	NaN	1158.6	165.18	NaN
790.75	507.33	NaN	1158.6	165.18	NaN
791.84	506.28	NaN	1158.6	165.18	NaN
791.5	505.64	NaN	1158.6	165.18	NaN
792.14	504.27	NaN	1158.6	165.18	NaN
792.33	504.88	NaN	1158.7	165.09	NaN
793.5	504.81	NaN	1158.7	165.09	NaN
794.26	504.96	NaN	1158.7	165.09	NaN
795.22	505.65	NaN	1158.7	165.21	NaN
796.6	505.88	NaN	1158.7	165.09	NaN
797.71	505.71	NaN	1158.7	165.09	NaN
798.36	504.77	NaN	1158.7	165.09	NaN
800	505.08	NaN	1158.7	165.09	NaN
799.85	504.77	NaN	1158.7	165.09	NaN
799.92	503.25	NaN	1158.7	165.09	NaN
801.12	502.81	NaN	1158.7	165.09	NaN
801.38	502.23	NaN	1158.7	165.09	NaN
802.32	500.75	NaN	1158.7	165.1	NaN
803	498.65	NaN	1158.7	165.1	NaN
804.05	497.95	NaN	1158.7	165.1	NaN
804.79	497.71	NaN	1158.7	165.1	NaN
807	495.85	NaN	1158.7	165.1	NaN
809.13	493.75	NaN	1158.7	165.1	NaN
808.68	494.79	NaN	1158.7	165.1	NaN
808.43	493.07	NaN	1158.7	165.1	NaN
808.67	489.47	NaN	1158.7	165.1	NaN
