X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
502.23	709.44	NaN	498.07	602.09	NaN	1213.7	909.31	NaN	1092.1	171.86	NaN	1056.7	418.41	NaN	671.05	167.21	NaN	668.21	249.05	NaN	1290.4	192.52	NaN
502.3	709.78	NaN	497.81	601.01	NaN	1210.6	913.62	NaN	1078.4	175.97	NaN	1056.7	418.41	NaN	674.53	168.33	NaN	675.09	237.52	NaN	1288.1	189.86	NaN
502.26	709.8	NaN	498.05	601.18	NaN	1203.9	919.03	NaN	1071.6	178.17	NaN	1056.7	418.41	NaN	675.11	168.99	NaN	682.38	233.36	NaN	1288	190.12	NaN
502.12	709.25	NaN	498.22	601.67	NaN	1203.1	922.4	NaN	1055.9	178.35	NaN	1056.7	418.41	NaN	669.83	172.5	NaN	683.52	234.12	NaN	1288.1	191.02	NaN
502.14	709.51	NaN	498.5	601.59	NaN	1203.5	925.27	NaN	1047.7	179.93	NaN	1056.7	418.41	NaN	661.53	177.35	NaN	684.32	236.74	NaN	1287.3	190.53	NaN
502.17	709.61	NaN	499.47	602.56	NaN	1203.1	925.17	NaN	1031.1	180.4	NaN	1056.6	418.53	NaN	657.55	182.03	NaN	688.29	240.7	NaN	1283.7	186.61	NaN
502.15	709.62	NaN	501.29	603.39	NaN	1204	923.46	NaN	1022.3	179	NaN	1056.6	418.53	NaN	653.39	186.85	NaN	690.84	243.71	NaN	1282.8	185.41	NaN
502.15	709.6	NaN	502.28	603.63	NaN	1204.7	921.85	NaN	1005.1	170.34	NaN	1056.6	418.53	NaN	655.36	191.81	NaN	695.95	244.81	NaN	1282.2	185.27	NaN
502.17	709.69	NaN	505.02	603.66	NaN	1205.8	921.12	NaN	995.95	169.02	NaN	1056.6	418.53	NaN	658.21	193.92	NaN	701.05	249.04	NaN	1281.3	186.86	NaN
502.13	709.55	NaN	508.23	604.09	NaN	1206.2	918.62	NaN	982.22	166.14	NaN	1056.6	418.53	NaN	661.73	200.67	NaN	707.59	247.11	NaN	1279.6	184.23	NaN
502.13	709.44	NaN	512.12	606.34	NaN	1205	920.64	NaN	972.06	162.2	NaN	1056.6	418.5	NaN	661.28	201.98	NaN	713.17	241.02	NaN	1275.9	181.93	NaN
502.11	709.35	NaN	515.56	610.63	NaN	1206.7	922.64	NaN	956.96	154.29	NaN	1056.6	418.5	NaN	661.1	204.07	NaN	715.45	236.68	NaN	1271.8	179.86	NaN
502.11	709.4	NaN	520.12	613.64	NaN	1210	922.9	NaN	946.55	150.87	NaN	1056.6	418.5	NaN	667.64	202.28	NaN	720.55	229.75	NaN	1265.3	173.01	NaN
502.05	709.34	NaN	525.66	616.16	NaN	1212.1	923.29	NaN	933.91	148.45	NaN	1056.6	418.5	NaN	676.05	201.5	NaN	727.32	214.03	NaN	1250.8	164.46	NaN
502.02	709.07	NaN	531.34	618.71	NaN	1214.1	923.92	NaN	916.75	141.13	NaN	1056.6	418.38	NaN	680.96	201.43	NaN	733.1	205.1	NaN	1243.2	159.7	NaN
502.02	709.06	NaN	533.04	618.68	NaN	1214.9	923.78	NaN	904.87	139.03	NaN	1056.6	418.38	NaN	687.36	196.2	NaN	753.05	193.19	NaN	1236.1	157.75	NaN
501.89	708.46	NaN	534.59	620.57	NaN	1214.2	922.9	NaN	891.85	144.56	NaN	1056.6	418.38	NaN	691.4	192	NaN	761.29	184.79	NaN	1230.1	150.96	NaN
501.93	708.64	NaN	536.4	622.63	NaN	1210.8	917.63	NaN	883.71	146.68	NaN	1056.6	418.38	NaN	698.95	190.56	NaN	774.17	171.94	NaN	1221.3	145.41	NaN
501.96	708.78	NaN	538.29	624.98	NaN	1208	917.11	NaN	880.04	150.12	NaN	1056.6	418.38	NaN	707.3	184.64	NaN	784.62	169	NaN	1200.2	141.11	NaN
502.03	708.86	NaN	540.31	626.27	NaN	1206	918.92	NaN	883.54	152.74	NaN	1056.6	418.26	NaN	715.19	181.09	NaN	783.8	168.36	NaN	1190	136.64	NaN
502.06	709.03	NaN	540.94	628.6	NaN	1205.5	920.76	NaN	882.79	154.72	NaN	1056.6	418.26	NaN	723.02	174.11	NaN	787.63	168.65	NaN	1174.4	129.78	NaN
502.05	708.7	NaN	542.83	632.27	NaN	1206.9	924.22	NaN	880.76	159.14	NaN	1056.6	418.26	NaN	728.42	165.16	NaN	791.21	170.64	NaN	1160.9	120.82	NaN
502.08	708.78	NaN	546.18	636.83	NaN	1209.9	925.2	NaN	881.18	160.61	NaN	1056.6	418.26	NaN	735.81	156.24	NaN	795.23	170.39	NaN	1138.7	112.62	NaN
502.1	708.89	NaN	549.32	639.58	NaN	1211.2	925.95	NaN	881.54	163.93	NaN	1056.6	418.26	NaN	743.01	151.13	NaN	797.74	167.06	NaN	1122.6	107.98	NaN
502.1	708.89	NaN	550.58	639.88	NaN	1212.9	925.75	NaN	881.09	177.7	NaN	1056.6	418.26	NaN	749.25	148.54	NaN	804.09	156.97	NaN	1113.2	95.983	NaN
502.15	708.88	NaN	551.74	639.93	NaN	1213.5	925.16	NaN	875.76	184.11	NaN	1056.6	418.26	NaN	762.66	138.64	NaN	815.33	156.22	NaN	1103.3	91.682	NaN
502.21	708.9	NaN	553.21	639.55	NaN	1211.8	921.85	NaN	867.98	187.6	NaN	1056.6	418.26	NaN	768.13	132.94	NaN	824.12	154.23	NaN	1097.7	89.22	NaN
502.29	708.65	NaN	556.37	640.49	NaN	1209.1	916.95	NaN	859.38	194.66	NaN	1056.6	418.26	NaN	774.27	128.19	NaN	832.28	152.34	NaN	1091.7	86.96	NaN
502.48	708.63	NaN	559.62	643.54	NaN	1205.5	915.18	NaN	852.36	198.58	NaN	1056.6	418.26	NaN	778.9	126.09	NaN	843.54	155.41	NaN	1088.1	84.53	NaN
502.36	708.28	NaN	562.18	648.68	NaN	1203.8	912.01	NaN	843.52	199.66	NaN	1056.6	418.26	NaN	789.88	122.67	NaN	861.75	149.98	NaN	1086.3	83.364	NaN
502.53	708.87	NaN	565.26	651.51	NaN	1204.1	908.97	NaN	831.35	201.65	NaN	1056.6	418.26	NaN	801.8	114.18	NaN	883.13	141.35	NaN	1082.5	82.584	NaN
502.25	708.32	NaN	570.22	655.17	NaN	1200.8	905.21	NaN	818.21	200.63	NaN	1056.6	418.26	NaN	804.91	106.89	NaN	903.53	143.36	NaN	1073.9	84.084	NaN
502.33	708.7	NaN	575.27	662.44	NaN	1196.2	906.62	NaN	809.3	199.22	NaN	1056.6	418.26	NaN	807.33	101.8	NaN	926.52	148.26	NaN	1070.4	85.967	NaN
502.33	708.71	NaN	578.66	670.34	NaN	1189.3	907.13	NaN	799.15	194.38	NaN	1056.6	418.26	NaN	808.31	96.015	NaN	950.29	144.61	NaN	1062.7	88.231	NaN
502.31	708.76	NaN	579.11	678.49	NaN	1180.1	909.55	NaN	788.5	191.07	NaN	1056.6	418.26	NaN	811.28	94.823	NaN	972.52	157.82	NaN	1053.9	88.464	NaN
502.17	708.43	NaN	580.11	685.95	NaN	1170.5	913.58	NaN	781.42	191.15	NaN	1056.6	418.26	NaN	812.74	95.852	NaN	990.88	159.26	NaN	1041.4	89.044	NaN
502.26	708.86	NaN	583.62	692.95	NaN	1160.2	917.99	NaN	767.7	193.53	NaN	1056.6	418.26	NaN	813.04	97.152	NaN	1009.3	160.86	NaN	1026.3	87.786	NaN
502.36	709.18	NaN	587.02	701.08	NaN	1152.4	918.02	NaN	758.41	195.77	NaN	1056.6	418.26	NaN	812.62	99.421	NaN	1036.3	175.89	NaN	1015.8	87.005	NaN
502.29	708.91	NaN	589.12	703.88	NaN	1137.7	916.7	NaN	742.96	197.44	NaN	1056.6	418.26	NaN	811.52	102.52	NaN	1051.3	180.38	NaN	999.95	79.619	NaN
502.37	709.21	NaN	590.54	710.52	NaN	1126.6	921.75	NaN	733.41	201.08	NaN	1056.6	418.26	NaN	803.7	109.69	NaN	1064.3	189.6	NaN	991.83	80.004	NaN
502.28	708.86	NaN	592.69	716.96	NaN	1118.3	930.28	NaN	725.09	209.5	NaN	1056.6	418.26	NaN	800.33	104.66	NaN	1085.4	206.66	NaN	969.95	77.839	NaN
502.15	708.85	NaN	593.71	724.55	NaN	1102.8	935.2	NaN	717.27	215.16	NaN	1056.6	418.26	NaN	797.94	104.57	NaN	1103.4	212.62	NaN	955.89	73.781	NaN
501.95	709.02	NaN	598.47	733.66	NaN	1093.2	939.78	NaN	708.34	221.99	NaN	1056.6	418.26	NaN	795.86	104.56	NaN	1118.4	223.19	NaN	946.57	73.926	NaN
501.84	708.61	NaN	602.18	743.44	NaN	1083.7	947.97	NaN	698.9	228.64	NaN	1056.6	418.26	NaN	794.95	107.09	NaN	1135.2	236.71	NaN	930.2	78.244	NaN
501.73	708.32	NaN	605.42	751.52	NaN	1075	950.61	NaN	690.58	239.31	NaN	1056.6	418.26	NaN	794.74	111.58	NaN	1161	239.69	NaN	915.96	80.143	NaN
501.69	708.35	NaN	608.26	763.43	NaN	1058.1	951.33	NaN	684.28	244.57	NaN	1056.6	418.26	NaN	794.86	116.69	NaN	1174.5	246.73	NaN	897.7	78.473	NaN
501.66	708.26	NaN	612.17	770.37	NaN	1047.2	951	NaN	672.3	251.44	NaN	1056.6	418.26	NaN	794.69	123.97	NaN	1192.1	254.18	NaN	886.94	78.388	NaN
501.68	708.46	NaN	624.69	778.96	NaN	1035	953.85	NaN	668.06	256.75	NaN	1056.6	418.26	NaN	793.65	130	NaN	1219.6	249.94	NaN	869.33	80.837	NaN
501.69	708.52	NaN	629.78	782.8	NaN	1023.3	952.72	NaN	662.01	269.3	NaN	1056.6	418.26	NaN	786.02	132.8	NaN	1240.3	263.08	NaN	862.89	82.217	NaN
501.62	708.3	NaN	636.18	793.9	NaN	1009.3	950.84	NaN	658.55	277.13	NaN	1056.6	418.22	NaN	782.47	141.88	NaN	1266.4	261.14	NaN	860.29	82.977	NaN
501.39	707.79	NaN	642.89	803.59	NaN	997.85	954.12	NaN	655.46	284.94	NaN	1056.6	418.22	NaN	782.2	144.11	NaN	1284.4	272.28	NaN	857.84	83.169	NaN
501.37	707.88	NaN	649.93	815.15	NaN	984.14	962.73	NaN	652.03	291.38	NaN	1056.6	418.22	NaN	776.9	147.1	NaN	1299.9	285.42	NaN	857.63	81.93	NaN
501.32	707.74	NaN	654.32	826.37	NaN	969.04	964.03	NaN	649.21	297.37	NaN	1056.6	418.22	NaN	775.69	148.66	NaN	1322.2	295.44	NaN	858.37	80.939	NaN
501.32	707.74	NaN	656.03	837.8	NaN	959.96	965.79	NaN	645.84	302.24	NaN	1056.6	418.27	NaN	774.36	147.58	NaN	1333.1	320.47	NaN	859.11	80.262	NaN
501.45	708.08	NaN	654.83	848.86	NaN	946.57	972.29	NaN	641.87	307.18	NaN	1056.6	418.27	NaN	774.63	148.13	NaN	1338.1	330.97	NaN	859.73	79.836	NaN
501.43	708.05	NaN	652.82	856.19	NaN	937.96	969.94	NaN	631.13	315.46	NaN	1056.5	418.28	NaN	773.53	149.59	NaN	1344.1	344.9	NaN	860.29	79.602	NaN
501.39	707.93	NaN	651.92	863.7	NaN	924.5	962.05	NaN	623.16	321.71	NaN	1056.5	418.28	NaN	771.34	152.18	NaN	1348.7	370.82	NaN	860.15	78.732	NaN
501.34	707.66	NaN	649.34	866.9	NaN	912.42	960.73	NaN	616.42	328.59	NaN	1056.5	418.28	NaN	768.32	154.38	NaN	1345.1	373.02	NaN	860.49	78.737	NaN
501.61	708.16	NaN	642.37	869.97	NaN	902.69	962.12	NaN	614.96	331.51	NaN	1056.5	418.28	NaN	763.66	159.73	NaN	1341.6	380.95	NaN	861.03	78.424	NaN
501.59	708.08	NaN	635.63	868.35	NaN	892.53	960.52	NaN	615.31	332.97	NaN	1056.5	418.28	NaN	753.05	161.67	NaN	1335.7	389.37	NaN	860.78	78.745	NaN
501.75	708.42	NaN	631.17	865.95	NaN	885.44	956.11	NaN	615.51	337.21	NaN	1056.5	418.28	NaN	744.41	165.27	NaN	1323.9	388.78	NaN	860.67	78.737	NaN
501.77	708.46	NaN	628.35	861.94	NaN	881.68	946.74	NaN	615.51	341.36	NaN	1056.5	418.29	NaN	731.3	170.57	NaN	1318.4	394.75	NaN	860.31	78.754	NaN
501.8	708.54	NaN	626.85	862.13	NaN	873.45	939.01	NaN	614.81	348.14	NaN	1056.5	418.29	NaN	724.58	177.87	NaN	1314.5	409.57	NaN	860.34	78.743	NaN
501.86	708.5	NaN	625.41	860.75	NaN	868.51	935.27	NaN	615.38	355.61	NaN	1056.5	418.29	NaN	713.67	180.28	NaN	1313.5	420.47	NaN	860.45	78.606	NaN
501.82	708.4	NaN	624.98	859.1	NaN	866.11	928.68	NaN	617.31	362.05	NaN	1056.5	418.27	NaN	705.54	183.91	NaN	1313.6	436.48	NaN	860.53	78.552	NaN
501.88	708.64	NaN	626	857.9	NaN	858.17	921.33	NaN	619.59	367.69	NaN	1056.5	418.27	NaN	691.37	196.67	NaN	1309.5	454.33	NaN	860.17	78.344	NaN
501.88	708.61	NaN	627.97	856.58	NaN	844.64	915.16	NaN	618.73	372.2	NaN	1056.5	418.27	NaN	680.29	203.74	NaN	1305.1	472.91	NaN	860.37	78.33	NaN
501.85	708.42	NaN	629.43	856.86	NaN	841.39	915.22	NaN	616.51	376.5	NaN	1056.5	418.27	NaN	667.85	210.11	NaN	1313.7	496.87	NaN	860.29	78.316	NaN
501.8	708.39	NaN	633.55	855.62	NaN	833.21	912.32	NaN	612.69	385.5	NaN	1056.5	418.27	NaN	654.55	224.73	NaN	1312.7	515.78	NaN	860.27	78.321	NaN
501.76	708.21	NaN	638.48	853.57	NaN	825.25	909.66	NaN	609.32	392.28	NaN	1056.5	418.27	NaN	645.94	234.16	NaN	1314.1	538.83	NaN	860.14	78.283	NaN
501.8	708.39	NaN	643.29	853.87	NaN	809.03	916.1	NaN	606.24	397.46	NaN	1056.5	418.27	NaN	630.64	243.7	NaN	1316.1	567.24	NaN	860.4	78.321	NaN
501.79	708.36	NaN	647.34	853.99	NaN	800.86	921.3	NaN	605.96	402.48	NaN	1056.5	418.27	NaN	622.92	254.85	NaN	1307.4	590.8	NaN	860.49	78.327	NaN
501.76	708.25	NaN	652.38	854.41	NaN	793.16	924.68	NaN	603.11	408.77	NaN	1056.5	418.27	NaN	611.72	275.27	NaN	1314.6	624.3	NaN	860.44	78.321	NaN
501.76	708.25	NaN	661.23	856.32	NaN	775.64	939.94	NaN	600.84	420.06	NaN	1056.5	418.27	NaN	597.66	281.79	NaN	1307.7	647.19	NaN	860.02	78.169	NaN
501.76	708.25	NaN	669.46	854.01	NaN	766.28	941.06	NaN	598.56	429.78	NaN	1056.5	418.27	NaN	591.94	284.66	NaN	1301	674.37	NaN	860.21	78.142	NaN
501.74	708.25	NaN	674.31	849.75	NaN	758.09	939.01	NaN	594.49	444.49	NaN	1056.5	418.27	NaN	588.53	288.24	NaN	1299.3	691.45	NaN	860.25	78.156	NaN
501.69	708.07	NaN	677.73	848.89	NaN	753.34	935.64	NaN	592.02	453.2	NaN	1056.5	418.27	NaN	586.52	289.15	NaN	1279.4	711.28	NaN	860.06	78.1	NaN
501.65	708.14	NaN	686.59	850.57	NaN	752.99	933.93	NaN	590.21	467.32	NaN	1056.5	418.27	NaN	587.5	290.87	NaN	1271.9	726.9	NaN	860.07	78.115	NaN
501.67	708.23	NaN	694.86	850.98	NaN	752.29	932.5	NaN	588.89	471.74	NaN	1056.5	418.27	NaN	591.12	287.86	NaN	1261.8	742.28	NaN	860.26	78.171	NaN
501.69	708.25	NaN	703.41	854.02	NaN	752.36	930.14	NaN	584.79	477.83	NaN	1056.5	418.27	NaN	602.28	280.38	NaN	1253	749.52	NaN	859.88	78.04	NaN
501.72	708.31	NaN	704.81	853.91	NaN	752.96	930.27	NaN	584.08	478.83	NaN	1056.5	418.27	NaN	604.68	281.76	NaN	1246.4	766.18	NaN	859.88	78.04	NaN
501.77	708.29	NaN	706.74	855.2	NaN	752.56	927.96	NaN	583.23	480.76	NaN	1056.5	418.27	NaN	610	279.32	NaN	1244.6	785.47	NaN	860.07	78.1	NaN
501.8	708.17	NaN	707.38	855.15	NaN	752.72	925.57	NaN	581.86	484.3	NaN	1056.5	418.27	NaN	613.86	280.24	NaN	1241.7	797.4	NaN	859.57	77.962	NaN
501.82	708.16	NaN	707.14	854.94	NaN	754.76	924.83	NaN	582.37	485.17	NaN	1056.5	418.27	NaN	619.86	281.12	NaN	1246.1	812.73	NaN	859.71	78.004	NaN
501.9	708.34	NaN	708.15	855.25	NaN	756.81	924.21	NaN	582.67	487.46	NaN	1056.5	418.27	NaN	624.23	279.9	NaN	1250.7	819.2	NaN	859.71	78.004	NaN
501.92	708.36	NaN	708.02	854.88	NaN	759.54	925.77	NaN	582.95	491.73	NaN	1056.5	418.27	NaN	626.17	275.67	NaN	1260.3	820.56	NaN	859.63	77.978	NaN
502	708.4	NaN	708.27	854.75	NaN	761.28	929.18	NaN	582.17	497.85	NaN	1056.5	418.27	NaN	633.41	265.53	NaN	1266.6	815.14	NaN	859.53	77.96	NaN
502.04	708.38	NaN	708.76	855.03	NaN	760.25	932.49	NaN	580.87	506.12	NaN	1056.5	418.27	NaN	639.22	256.64	NaN	1269.9	818.16	NaN	859.47	77.933	NaN
502.07	708.45	NaN	709.29	855.43	NaN	756.83	939.61	NaN	575.01	518.05	NaN	1056.5	418.27	NaN	646.58	252.36	NaN	1268.6	819.67	NaN	859.74	78.013	NaN
502.06	708.41	NaN	709.07	855.14	NaN	752.95	947.3	NaN	571.63	527.33	NaN	1056.5	418.27	NaN	665	242.71	NaN	1263.5	821.35	NaN	859.83	78.011	NaN
502.05	708.36	NaN	709.98	855.91	NaN	750.25	954.45	NaN	568.02	537.38	NaN	1056.5	418.27	NaN	672.26	230.65	NaN	1255.5	827.73	NaN	859.79	77.993	NaN
502.05	708.4	NaN	709.89	856.23	NaN	747.27	954.63	NaN	566.09	544	NaN	1056.5	418.27	NaN	680.62	220.32	NaN	1246.8	828.41	NaN	859.68	77.969	NaN
502.08	708.52	NaN	710.66	856.91	NaN	747.09	953.38	NaN	561.26	553.86	NaN	1056.5	418.27	NaN	702.77	213.41	NaN	1242.4	830.2	NaN	859.5	77.964	NaN
502.09	708.52	NaN	711.53	857.3	NaN	744.95	951.7	NaN	559.27	563.28	NaN	1056.5	418.27	NaN	713.58	200.64	NaN	1235.8	829.57	NaN	860.01	78.083	NaN
502.09	708.52	NaN	711.81	857.66	NaN	743.16	951.37	NaN	558.64	569.6	NaN	1056.5	418.27	NaN	722.92	189.57	NaN	1222.2	830.69	NaN	860.3	78.169	NaN
502.07	708.49	NaN	712.4	858.29	NaN	746.8	949.91	NaN	558.38	576.8	NaN	1056.5	418.27	NaN	746.2	178.91	NaN	1212.2	825.12	NaN	860.31	78.187	NaN
502.07	708.49	NaN	713.93	859.28	NaN	752.89	947.66	NaN	558.25	577.32	NaN	1056.5	418.27	NaN	754.47	165.61	NaN	1200.6	833.14	NaN	859.9	78.135	NaN
502.07	708.49	NaN	717.28	861.72	NaN	760.13	946.82	NaN	558.14	578.43	NaN	1056.5	418.27	NaN	765.97	153.81	NaN	1190.2	833.19	NaN	860.3	78.178	NaN
502.07	708.49	NaN	720.26	865.13	NaN	766.1	948.26	NaN	558.18	578.26	NaN	1056.5	418.27	NaN	783.12	144.37	NaN	1176	837.31	NaN	860.49	78.204	NaN
502.06	708.46	NaN	723.24	868.99	NaN	769.77	948.2	NaN	558.84	577.87	NaN	1056.5	418.27	NaN	792.89	140.53	NaN	1165.2	841.96	NaN	860.07	78.092	NaN
501.98	708.07	NaN	725.67	876.17	NaN	776.43	948.89	NaN	558.66	578.25	NaN	1056.5	418.16	NaN	798.16	138.2	NaN	1153.6	847.99	NaN	860.21	77.949	NaN
502.02	708.2	NaN	726.49	880.64	NaN	782.8	950.16	NaN	558.66	578.4	NaN	1056.5	418.27	NaN	802.52	137.37	NaN	1139.1	855.19	NaN	860.31	77.95	NaN
502	708.1	NaN	725	882.64	NaN	788.97	953.66	NaN	558.63	578.52	NaN	1056.5	418.27	NaN	802.55	135.34	NaN	1126.4	882.22	NaN	861.15	77.095	NaN
502	708.1	NaN	724.63	884.93	NaN	797.28	958.42	NaN	558.62	578.65	NaN	1056.5	418.27	NaN	801.77	135.26	NaN	1122.2	890.67	NaN	863.97	73.049	NaN
502	708.1	NaN	724.26	887.97	NaN	804.98	964.3	NaN	558.67	578.66	NaN	1056.5	418.27	NaN	800.31	136.73	NaN	1111.5	903.33	NaN	865.85	72.045	NaN
502	708.1	NaN	722.15	890.15	NaN	811.8	972.57	NaN	558.67	578.66	NaN	1056.5	418.27	NaN	800.63	137.59	NaN	1095.7	923.5	NaN	868.23	73.175	NaN
502.06	708.27	NaN	722.45	893.18	NaN	812.7	978.9	NaN	558.69	578.72	NaN	1056.5	418.27	NaN	801.37	138.36	NaN	1074.1	927.37	NaN	868.41	73.428	NaN
502	708.1	NaN	722.54	897.45	NaN	812.21	982.64	NaN	558.76	578.18	NaN	1056.5	418.27	NaN	802.64	138.98	NaN	1056.4	931.31	NaN	870.11	73.847	NaN
502.23	708.74	NaN	720.68	901.81	NaN	811.74	983.15	NaN	559.18	578.28	NaN	1056.5	418.63	NaN	803.54	140.04	NaN	1038.7	939.93	NaN	869.95	74.35	NaN
502.2	708.63	NaN	718.82	907.36	NaN	812.88	982.31	NaN	559.49	579.44	NaN	1056.5	418.63	NaN	804.47	141.66	NaN	1010.8	940.1	NaN	870	74.628	NaN
502.22	708.81	NaN	716.18	913.33	NaN	814.32	982.78	NaN	559.85	578.44	NaN	1056.5	418.63	NaN	808.61	145.28	NaN	995.71	946.23	NaN	870.35	75.451	NaN
502.22	708.81	NaN	716.11	916.71	NaN	813.97	986.37	NaN	560.19	578.27	NaN	1056.5	418.63	NaN	813.92	146.94	NaN	980.94	947.78	NaN	870.48	75.657	NaN
502.19	708.63	NaN	716.34	918.83	NaN	814.29	986.18	NaN	560.4	579.3	NaN	1056.5	418.63	NaN	828.87	154.02	NaN	968.97	939.25	NaN	870.39	75.864	NaN
502.19	708.63	NaN	718.05	920.78	NaN	815.54	985.78	NaN	560.97	578.51	NaN	1056.5	418.63	NaN	838.09	159.85	NaN	952.77	935.11	NaN	870.47	75.779	NaN
502.18	708.6	NaN	719.68	921.58	NaN	817.34	981.66	NaN	561.41	580.05	NaN	1056.5	418.63	NaN	852.71	157.59	NaN	942.16	932.16	NaN	871.32	75.903	NaN
502.2	708.84	NaN	721.18	921.63	NaN	818.86	979.24	NaN	561.44	580.12	NaN	1056.5	418.63	NaN	866.13	158.6	NaN	923.58	923.97	NaN	871.92	75.963	NaN
502.19	708.8	NaN	724.08	922.37	NaN	823.93	970.67	NaN	561.38	579.89	NaN	1056.5	418.75	NaN	884.61	164.4	NaN	905.95	917.55	NaN	871.95	75.687	NaN
502.19	708.81	NaN	726.18	926.26	NaN	825.1	966.99	NaN	561.41	580.41	NaN	1056.5	418.64	NaN	898.17	156.66	NaN	892.97	917.33	NaN	872.05	75.682	NaN
502.16	708.7	NaN	732.73	927.43	NaN	827.7	965.72	NaN	561.44	580.66	NaN	1056.5	418.64	NaN	910.24	151.05	NaN	885.86	916.29	NaN	872.74	75.695	NaN
502.13	708.68	NaN	739.74	926.63	NaN	833.94	966.17	NaN	561.83	581.45	NaN	1056.5	418.64	NaN	933.04	152.65	NaN	880.74	920.34	NaN	873.21	76.002	NaN
502.11	708.66	NaN	745.07	926.16	NaN	840.36	965.69	NaN	562.24	581.46	NaN	1056.5	418.64	NaN	942.94	148.91	NaN	878.77	922.63	NaN	874.87	76.779	NaN
502.28	709.37	NaN	750.23	925.94	NaN	848.5	972.37	NaN	563.07	583.03	NaN	1056.5	418.64	NaN	958.84	141.66	NaN	881.32	926.51	NaN	875.72	77.655	NaN
502.41	709.96	NaN	753.96	925.88	NaN	856.81	970.95	NaN	563.65	585.13	NaN	1056.5	418.7	NaN	975.26	146.07	NaN	882.9	927.73	NaN	877.71	78.882	NaN
502.36	709.49	NaN	762.36	925.93	NaN	870.25	972.29	NaN	563.94	585.72	NaN	1056.5	418.59	NaN	987.66	156.39	NaN	883.33	926.09	NaN	879.7	80.639	NaN
502.49	709.56	NaN	769.69	926.12	NaN	883.73	974.06	NaN	565.26	588.54	NaN	1056.5	418.59	NaN	1002.1	157.32	NaN	877.77	920.63	NaN	880.64	83.411	NaN
502.61	710.22	NaN	772.49	925.21	NaN	903.03	980.02	NaN	567.82	591.32	NaN	1056.5	418.59	NaN	1011.1	165.39	NaN	873.45	917.79	NaN	883.28	85.563	NaN
502.45	710.21	NaN	773.26	925.11	NaN	911.23	981.62	NaN	569.41	593.05	NaN	1056.5	418.7	NaN	1019.6	179.51	NaN	870.57	914.78	NaN	882.46	84.413	NaN
502.37	709.54	NaN	774	924.28	NaN	922.78	976.61	NaN	570.12	597.62	NaN	1056.5	418.7	NaN	1035.3	181.95	NaN	864.64	912.94	NaN	886.19	85.398	NaN
502.51	709.89	NaN	773.7	923.78	NaN	938.06	978.42	NaN	572.52	603.47	NaN	1056.5	418.7	NaN	1046.3	185.65	NaN	859.61	907.69	NaN	888.44	87.033	NaN
502.72	710.22	NaN	775.05	924.23	NaN	948.18	983.97	NaN	575.33	609.13	NaN	1056.5	418.7	NaN	1066.4	198.71	NaN	850.52	899.8	NaN	891	91.023	NaN
503.15	711.54	NaN	775.77	924.46	NaN	964.81	981.35	NaN	577.5	612.21	NaN	1056.5	418.7	NaN	1078.6	197.75	NaN	847.15	896.65	NaN	891.77	93.663	NaN
503.75	713.08	NaN	778.3	925.01	NaN	977.53	983.02	NaN	579.92	620.63	NaN	1056.5	418.7	NaN	1094.3	199.32	NaN	836.74	898.15	NaN	891	90.476	NaN
504.23	714.54	NaN	779.42	925.99	NaN	993.65	986.37	NaN	580.57	627.97	NaN	1056.5	418.7	NaN	1106.5	209.21	NaN	833.26	901.78	NaN	896.4	90.024	NaN
504.33	715.23	NaN	779.45	926.12	NaN	1009.4	978.41	NaN	582.09	636.41	NaN	1056.5	418.7	NaN	1117.2	208.69	NaN	832.27	900.82	NaN	901.45	89.007	NaN
504.03	714.17	NaN	778.28	926.86	NaN	1019.1	970.25	NaN	583.3	643.8	NaN	1056.5	418.7	NaN	1134.4	202.67	NaN	822.64	896.43	NaN	907.76	84.223	NaN
504.06	713.15	NaN	777.57	928.46	NaN	1031.8	965.36	NaN	583.27	652.24	NaN	1056.5	418.7	NaN	1143.1	198.32	NaN	815.15	894.28	NaN	918.58	79.451	NaN
504.16	712.59	NaN	776.85	931.35	NaN	1040.4	958.68	NaN	580.91	665.85	NaN	1056.5	418.7	NaN	1161	200.13	NaN	798.84	896.23	NaN	930.49	77.41	NaN
504.15	712.31	NaN	776.79	932.2	NaN	1050.1	941.74	NaN	580.61	668.93	NaN	1056.5	418.7	NaN	1170	194.4	NaN	791.3	895.71	NaN	941.07	72.751	NaN
504.44	712.78	NaN	779.01	935.42	NaN	1056.2	933.64	NaN	580.97	674.07	NaN	1056.5	418.7	NaN	1184.2	182.86	NaN	782.92	892.82	NaN	950.22	70.903	NaN
504.81	713.21	NaN	780.64	936.7	NaN	1060	928.88	NaN	583.49	679.38	NaN	1056.5	418.7	NaN	1190.5	183.65	NaN	763.52	895.18	NaN	961.84	69.545	NaN
504.58	712.34	NaN	784.72	940.08	NaN	1065.8	921.67	NaN	584.64	682.38	NaN	1056.5	418.7	NaN	1191.4	188.18	NaN	757.32	895.4	NaN	975.58	69.864	NaN
