X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
418.91	21.649	NaN	679.16	199.06	NaN	243.7	50.931	NaN	205.11	197.47	NaN	381.53	29.173	NaN
418.61	21.536	NaN	682.37	203.4	NaN	241.93	53.838	NaN	193.65	186.25	NaN	378.37	29.181	NaN
414.85	20.631	NaN	684.01	206.48	NaN	240.14	56.791	NaN	184.64	176.81	NaN	369.39	26.892	NaN
414.23	20.846	NaN	685.82	210.07	NaN	237.93	60.644	NaN	175.92	166.61	NaN	362.11	26.15	NaN
412.52	20.415	NaN	687.68	213.74	NaN	236.57	63.019	NaN	168.8	158.62	NaN	354.47	25.5	NaN
408.35	21.635	NaN	689.35	216.76	NaN	234.27	66.807	NaN	161.12	149.66	NaN	346.97	24.739	NaN
404.11	23.631	NaN	690.66	219.45	NaN	233.07	68.845	NaN	155.23	143.03	NaN	341.93	24.358	NaN
399.38	25.651	NaN	691.88	221.22	NaN	231.56	71.58	NaN	149.11	136	NaN	335.71	23.623	NaN
394.78	27.656	NaN	693.91	223.08	NaN	230.95	72.474	NaN	143.71	130.1	NaN	331.33	23.333	NaN
390.69	29.306	NaN	697.21	224.49	NaN	229.39	74.935	NaN	138.79	124.74	NaN	325.24	22.735	NaN
387.4	30.738	NaN	699.18	225.24	NaN	228.41	76.528	NaN	135.45	120.12	NaN	320.96	22.452	NaN
384.06	32.265	NaN	700.93	225.8	NaN	226.09	79.6	NaN	132.93	114.37	NaN	316.44	21.971	NaN
381.35	33.652	NaN	703.75	226.49	NaN	223.69	81.206	NaN	132.1	108.36	NaN	312.02	23.35	NaN
378.53	34.971	NaN	707.37	227.13	NaN	218.33	84.861	NaN	132.39	103.56	NaN	305.01	29.27	NaN
376	36	NaN	709.26	227.24	NaN	214.1	87.781	NaN	133.61	98.022	NaN	297.59	35.5	NaN
373.51	37.339	NaN	710.56	227.12	NaN	210.69	89.989	NaN	135.38	91.081	NaN	290.41	40.784	NaN
373.29	37.853	NaN	713.67	225.71	NaN	207	92.021	NaN	135.79	87.669	NaN	283.94	45.322	NaN
368.7	40.761	NaN	717.2	223.79	NaN	204.03	93.915	NaN	136.41	83.515	NaN	278.19	49.175	NaN
365.36	44.339	NaN	719.74	221.96	NaN	202.23	95.016	NaN	136.82	79.978	NaN	272.29	52.784	NaN
362.85	47.519	NaN	722.5	219.97	NaN	198.4	97.154	NaN	137.34	76.021	NaN	266.62	56.288	NaN
361.05	50.2	NaN	724.28	218.51	NaN	195.37	98.842	NaN	137.67	73.411	NaN	261.87	60.902	NaN
360.53	51.161	NaN	725.74	217.35	NaN	192.98	100.26	NaN	138.28	68.716	NaN	257.77	65.838	NaN
359.47	52.759	NaN	727.15	216.03	NaN	190.76	101.45	NaN	138.95	64.195	NaN	253.54	71.089	NaN
359.85	52.391	NaN	729.21	211.6	NaN	188.95	102.41	NaN	140.11	61.484	NaN	249.5	75.575	NaN
357.56	54.461	NaN	729.95	207.15	NaN	186.73	103.53	NaN	142.44	59.752	NaN	245.72	79.917	NaN
354.65	57.02	NaN	730.76	202.28	NaN	184.44	104.67	NaN	147.55	60.024	NaN	241.98	83.75	NaN
353.62	58.02	NaN	731.31	197.99	NaN	182.3	105.74	NaN	150.83	61.579	NaN	238.36	87.372	NaN
352.51	59.041	NaN	732.48	192.32	NaN	178.27	107.81	NaN	154.13	63.667	NaN	235	90.37	NaN
351.43	59.905	NaN	733.01	189.74	NaN	178.63	107.85	NaN	154.85	65.984	NaN	232.21	92.841	NaN
350.96	60.041	NaN	732.38	184.95	NaN	175.56	110.65	NaN	157.06	71.609	NaN	228.74	95.963	NaN
348.72	61.278	NaN	728.83	177.42	NaN	173.26	114.92	NaN	159.91	79.93	NaN	225.74	98.4	NaN
347.64	61.282	NaN	725.86	172.49	NaN	171.97	118.24	NaN	162.65	86.641	NaN	223.39	100.34	NaN
344.21	61.125	NaN	723.56	167.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	220.94	102.09	NaN
341.44	59.976	NaN	721.54	162.86	NaN	NaN	NaN	NaN	NaN	NaN	NaN	219.59	102.74	NaN
339.06	59.14	NaN	720.26	158.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	217.24	103.87	NaN
335.19	57.852	NaN	719.29	155.22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	215.07	105.01	NaN
331.74	56.836	NaN	718.58	152.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	213.35	105.78	NaN
329.33	56.372	NaN	717.94	149.73	NaN	171.04	139.45	NaN	172.04	111.77	NaN	212.12	106.44	NaN
326.33	55.704	NaN	717.5	146.77	NaN	169.28	144.94	NaN	178.38	114.61	NaN	210.52	107.27	NaN
324.58	55.247	NaN	717.21	144.88	NaN	169.09	145.49	NaN	181.68	116.76	NaN	209.53	107.04	NaN
321.64	54.532	NaN	717.03	141.65	NaN	167.09	147.43	NaN	184.39	118.91	NaN	206.94	107.52	NaN
319.28	53.962	NaN	718.08	137.87	NaN	165.47	148.32	NaN	187.56	120.83	NaN	203.64	106.9	NaN
317.4	53.477	NaN	720.03	133.91	NaN	163.13	149.37	NaN	192.76	123.21	NaN	200.42	105.78	NaN
313.27	54.57	NaN	721.94	130.54	NaN	160.52	150.11	NaN	195.3	124.5	NaN	197.67	104.72	NaN
309.27	59.439	NaN	723.86	127.46	NaN	158.27	150.59	NaN	200.07	127.35	NaN	194.59	103.57	NaN
305.53	65.2	NaN	725.88	124.28	NaN	157.35	150.91	NaN	202.39	128.86	NaN	192.4	102.83	NaN
301.8	70.489	NaN	727.22	122.76	NaN	155.73	151.3	NaN	205.44	130.68	NaN	189.94	101.91	NaN
299.21	75.393	NaN	728.94	119.68	NaN	153.35	151.73	NaN	208.14	132.5	NaN	188.81	101.54	NaN
297.2	80.264	NaN	728.82	117.45	NaN	152.17	151.83	NaN	210.87	134.26	NaN	186.6	100.78	NaN
295.39	84.989	NaN	725.61	116.33	NaN	150.53	151.83	NaN	213.48	136.18	NaN	184.55	100.2	NaN
293.08	90.236	NaN	720.32	116.61	NaN	147.31	151.86	NaN	215.91	137.8	NaN	182.35	99.476	NaN
290.67	95.266	NaN	714.35	117.21	NaN	145.92	150.1	NaN	217.38	138.98	NaN	180.77	98.966	NaN
287.8	99.774	NaN	707.36	118.87	NaN	144.24	147.34	NaN	219.31	140.34	NaN	178.77	98.35	NaN
283.97	103.46	NaN	702.54	119.93	NaN	142.44	144.02	NaN	220.94	141.67	NaN	177.98	98.398	NaN
280.29	106.33	NaN	697.5	121.08	NaN	141.64	141.75	NaN	222.47	142.83	NaN	177.92	98.306	NaN
276.96	108.64	NaN	693.4	122.91	NaN	141.01	139.88	NaN	224.41	144.18	NaN	177.37	97.934	NaN
274.03	110.84	NaN	686.96	127.6	NaN	140.27	137.71	NaN	226.47	145.86	NaN	174.62	97.899	NaN
271.46	112.75	NaN	684.03	129.78	NaN	139.53	135.8	NaN	227.14	146.25	NaN	170.99	98.178	NaN
269.49	114.09	NaN	680.39	133.09	NaN	138.22	132.49	NaN	227.96	146.75	NaN	170.74	97.607	NaN
267.91	115.09	NaN	677.46	135.73	NaN	138.52	132.42	NaN	231.1	148.33	NaN	169.38	97.374	NaN
265.39	116.83	NaN	674.57	138.89	NaN	137.25	129.63	NaN	234.59	149.58	NaN	166.61	99.66	NaN
264.87	117.88	NaN	671.67	141.8	NaN	137.31	129.39	NaN	239.85	151.82	NaN	165.89	100.58	NaN
264.04	119.65	NaN	667.53	144.57	NaN	136.27	127.01	NaN	243.45	153.03	NaN	165.06	101.98	NaN
264.03	120.89	NaN	662.64	147.68	NaN	135.9	124.93	NaN	246.92	154.27	NaN	164.56	102.59	NaN
265	123.58	NaN	658.65	150.74	NaN	136.02	121.59	NaN	249.53	154.93	NaN	163.97	103.75	NaN
266.49	126.9	NaN	654.8	153.68	NaN	135.94	118.65	NaN	252.74	155.99	NaN	163.62	104.51	NaN
267.26	128.66	NaN	651.53	156.43	NaN	135.82	115.25	NaN	256.86	156.78	NaN	163.68	104.28	NaN
269	132.35	NaN	647.93	159.49	NaN	135.82	111.41	NaN	262.07	155.38	NaN	163.58	107.34	NaN
NaN	NaN	NaN	644.78	162	NaN	135.78	108.41	NaN	NaN	NaN	NaN	163.4	107.84	NaN
NaN	NaN	NaN	642.09	163.97	NaN	135.77	105.8	NaN	NaN	NaN	NaN	163.34	110.22	NaN
NaN	NaN	NaN	638.96	166.28	NaN	135.77	102.37	NaN	NaN	NaN	NaN	163.45	111.31	NaN
NaN	NaN	NaN	636.28	168.61	NaN	135.75	100.1	NaN	NaN	NaN	NaN	163.32	114.57	NaN
NaN	NaN	NaN	633.77	170.63	NaN	135.79	97.171	NaN	NaN	NaN	NaN	162.83	114.61	NaN
NaN	NaN	NaN	631.67	172.41	NaN	135.84	95.331	NaN	NaN	NaN	NaN	162.7	115.48	NaN
NaN	NaN	NaN	629.87	174.09	NaN	135.96	93.058	NaN	NaN	NaN	NaN	162.47	114.97	NaN
NaN	NaN	NaN	627.76	176.04	NaN	136.27	89.63	NaN	NaN	NaN	NaN	162.06	115.74	NaN
276.43	144.06	NaN	625.94	177.61	NaN	136.46	88.029	NaN	295.09	127.82	NaN	162.98	120.16	NaN
277.19	144.98	NaN	622.91	179.58	NaN	136.72	85.685	NaN	298.04	125.52	NaN	162.95	120.41	NaN
276.97	144.76	NaN	618.25	181.82	NaN	136.79	85.348	NaN	300.24	123.79	NaN	162.98	121.89	NaN
277.34	146.54	NaN	613.16	184.86	NaN	136.57	81.583	NaN	302.42	122.24	NaN	163.67	125.26	NaN
278.43	149.55	NaN	609.08	187.28	NaN	135.91	78.866	NaN	306.03	120.32	NaN	164.72	128.03	NaN
279.43	151.18	NaN	604.9	189.85	NaN	135.25	75.984	NaN	307.89	120.17	NaN	164.85	129.54	NaN
282.41	153.1	NaN	600.87	192.46	NaN	134.39	72.901	NaN	312.55	120.95	NaN	166.04	132.85	NaN
284.68	154.55	NaN	597.31	194.91	NaN	133.57	70.2	NaN	316.98	122.94	NaN	165.99	134.08	NaN
286.79	155.41	NaN	593.74	197.47	NaN	132.92	67.412	NaN	320.65	125	NaN	166.28	135.93	NaN
289.61	156.74	NaN	590.49	200.01	NaN	132.07	64.867	NaN	323.85	126.73	NaN	166.38	137.83	NaN
290.28	157.1	NaN	587.93	201.83	NaN	131.31	62.709	NaN	328.32	128.47	NaN	166.01	139.24	NaN
292.24	158.47	NaN	585.07	203.89	NaN	130.39	59.929	NaN	332.34	129.17	NaN	165.6	141.07	NaN
293.97	159.77	NaN	582.51	205.97	NaN	129.72	57.89	NaN	336	129.48	NaN	165.33	142.08	NaN
294.94	160.44	NaN	580.58	207.36	NaN	129.15	55.912	NaN	340	129.6	NaN	164.63	143.13	NaN
296.21	161.71	NaN	577.8	209.64	NaN	128.45	53.857	NaN	343.12	129.87	NaN	164.43	144.53	NaN
296.8	162.56	NaN	575.79	210.51	NaN	128.06	52.603	NaN	346.73	130.2	NaN	164.16	146.47	NaN
297.93	163.45	NaN	571.96	210.57	NaN	127.53	50.678	NaN	350.42	130.54	NaN	164.07	149.68	NaN
298.23	163.7	NaN	566.46	208.75	NaN	126.54	47.91	NaN	353.14	130.73	NaN	162.56	154.61	NaN
299.21	164.77	NaN	562.82	206.55	NaN	125.98	46.562	NaN	356.03	130.93	NaN	159.34	159.31	NaN
299.55	165.12	NaN	558.69	203.38	NaN	124.88	43.356	NaN	358.44	131.12	NaN	156.35	162.89	NaN
300.31	165.78	NaN	555.85	200.78	NaN	124.33	40.208	NaN	360.52	131.33	NaN	153.52	166.1	NaN
300.95	166.43	NaN	554.73	199.65	NaN	124.73	38.16	NaN	363.12	131.56	NaN	150.41	169.3	NaN
301.17	166.74	NaN	552.11	197.56	NaN	125.48	34.819	NaN	365.05	131.71	NaN	147.76	171.86	NaN
301.5	166.94	NaN	549.97	195.89	NaN	126.45	31.955	NaN	366.9	131.78	NaN	145.23	174.15	NaN
303.27	168.46	NaN	547.6	194.31	NaN	127.87	29.49	NaN	368.56	131.97	NaN	142.8	176.12	NaN
303.56	168.46	NaN	546.4	193.6	NaN	129	28.333	NaN	370.9	132.28	NaN	140.06	178.18	NaN
303.97	168.22	NaN	540.81	191.25	NaN	130.29	27.724	NaN	372.85	132.44	NaN	137.35	180.23	NaN
304.62	167.96	NaN	536.91	189.6	NaN	131.28	27.438	NaN	374.76	132.64	NaN	135.3	181.93	NaN
305.38	167	NaN	533.78	188.36	NaN	132.65	26.888	NaN	376.61	132.81	NaN	133.02	183.91	NaN
305.93	166.3	NaN	530.96	187.44	NaN	134.32	26.255	NaN	377.8	132.93	NaN	130.78	185.91	NaN
306.87	165.53	NaN	528.88	186.42	NaN	135.4	25.822	NaN	380.63	132.37	NaN	129.14	187.58	NaN
307.02	165.15	NaN	528.2	185.72	NaN	137.2	25.09	NaN	387.18	129.2	NaN	128.52	188.56	NaN
307.61	164.47	NaN	524.98	182.94	NaN	138.06	24.755	NaN	391.67	126.85	NaN	127.78	189.84	NaN
307.9	163.33	NaN	523.7	181.61	NaN	139.78	24.34	NaN	396.54	124.18	NaN	127.89	190.42	NaN
308.25	161.8	NaN	522.28	180.28	NaN	141.72	25.736	NaN	399.57	122.25	NaN	128.06	191.32	NaN
308.17	160.71	NaN	520.56	179.04	NaN	141.82	27.115	NaN	404.53	118.56	NaN	128.39	193.2	NaN
308.09	159.82	NaN	518.31	177.58	NaN	144.65	30.171	NaN	408.51	115.61	NaN	128.88	195.17	NaN
308	158.94	NaN	515.97	176.03	NaN	147.42	33.773	NaN	410.92	113.71	NaN	129.95	197.46	NaN
307.58	158.19	NaN	514.87	174.97	NaN	149.44	36.975	NaN	414.7	110.48	NaN	131.27	200.27	NaN
308.27	155.76	NaN	514.25	174.3	NaN	151.08	39.992	NaN	417.14	108.75	NaN	132.57	202.68	NaN
310.25	153.41	NaN	510.32	173.31	NaN	152.91	43.5	NaN	419.8	105.3	NaN	133.19	204.23	NaN
312.24	152.11	NaN	503.96	171.9	NaN	154.17	45.861	NaN	421.21	102.62	NaN	134.13	205.67	NaN
315.63	150.18	NaN	497.29	170.06	NaN	155.65	49.097	NaN	422.1	100.15	NaN	136.01	207.8	NaN
318.39	148.41	NaN	491.36	168.24	NaN	156.83	51.704	NaN	422.97	97.26	NaN	139.43	210.46	NaN
321.25	146.4	NaN	486.52	166.7	NaN	158.02	54.239	NaN	423.7	93.896	NaN	143.25	212.89	NaN
324.1	144.39	NaN	481.03	164.97	NaN	159.25	56.816	NaN	424.18	90.844	NaN	146.05	214.57	NaN
326.67	142.65	NaN	476.35	163.35	NaN	160.23	59.01	NaN	424.67	87.912	NaN	149.05	216.42	NaN
328.81	141.34	NaN	472.91	162.16	NaN	161.3	61.459	NaN	424.9	86.376	NaN	151.84	218.12	NaN
330.95	140.05	NaN	468.74	160.59	NaN	162.34	63.681	NaN	425.3	83.717	NaN	154.24	219.54	NaN
331.97	139.34	NaN	465.27	159.41	NaN	163.27	65.535	NaN	425.67	80.884	NaN	158.17	220.34	NaN
333.71	138.35	NaN	462.46	158.36	NaN	164.36	68.091	NaN	425.64	79.458	NaN	162.24	219.13	NaN
335.28	138.19	NaN	459.38	156.95	NaN	164.75	68.93	NaN	425.72	77.952	NaN	167.28	216.54	NaN
337.4	138.57	NaN	454.93	153.3	NaN	165.7	71.036	NaN	425.85	76.663	NaN	172.23	213.54	NaN
338.86	139.03	NaN	448.5	148.86	NaN	166.54	73.602	NaN	426.23	73.755	NaN	176.52	211.14	NaN
341.65	139.92	NaN	442.93	145.47	NaN	166.5	74.622	NaN	426.47	72.01	NaN	180.39	208.85	NaN
343.83	140.55	NaN	437.68	142.09	NaN	166.97	76.936	NaN	426.61	71.179	NaN	183.67	206.7	NaN
345.8	141.26	NaN	432.08	138.44	NaN	167.89	80.947	NaN	426.69	69.667	NaN	186.7	204.79	NaN
348.25	142.14	NaN	427.08	135.11	NaN	168.66	84.192	NaN	426.58	67.538	NaN	189.23	203.25	NaN
349.59	142.59	NaN	423.65	132.35	NaN	169.46	86.927	NaN	424.71	62.904	NaN	191.37	201.94	NaN
350.81	142.93	NaN	420.99	129.57	NaN	170.2	89.422	NaN	423.32	59.31	NaN	193.74	200.35	NaN
352.46	143.63	NaN	417.49	125.09	NaN	171.02	92.032	NaN	422.1	56.478	NaN	195.4	199.17	NaN
354.05	144.23	NaN	415.59	122.45	NaN	171.84	94.369	NaN	420.45	52.787	NaN	196.76	198.23	NaN
354.47	144.44	NaN	413.24	118.2	NaN	172.84	97.434	NaN	418.23	48.655	NaN	198.6	197.11	NaN
357.29	147.01	NaN	411.43	115.05	NaN	173.4	99.351	NaN	417.02	46.553	NaN	198.88	196.42	NaN
360.4	150.46	NaN	410.14	112.14	NaN	173.86	101.61	NaN	414.96	43.035	NaN	203.81	192.4	NaN
363.11	152.87	NaN	408.84	109.19	NaN	174.05	103.39	NaN	413.67	40.988	NaN	207.97	189.69	NaN
364.11	154.07	NaN	407.92	106.79	NaN	174.52	106.56	NaN	412.52	39.225	NaN	212.14	186.4	NaN
366.89	156.34	NaN	406.55	103.1	NaN	175.02	109.65	NaN	410.28	36.802	NaN	214.26	183.98	NaN
368.48	157.87	NaN	404.98	99.833	NaN	175.55	112.38	NaN	405.88	35.558	NaN	216.14	181.37	NaN
370.7	160.3	NaN	403.54	96.731	NaN	175.41	113.94	NaN	402.15	35.935	NaN	217.74	177.43	NaN
371.78	161.37	NaN	402.65	94.122	NaN	175.35	115.54	NaN	398.43	36.663	NaN	218.47	174.59	NaN
373.73	162.79	NaN	401.09	90.838	NaN	175.44	119.52	NaN	394.5	37.426	NaN	218.93	171.7	NaN
377.23	163.69	NaN	399.74	88.272	NaN	174.7	118.3	NaN	390.29	38.577	NaN	219.03	168.68	NaN
381.09	164.25	NaN	398.52	86.012	NaN	173.98	119.06	NaN	386.95	39.359	NaN	219.16	165.88	NaN
383.46	164.44	NaN	398.2	84.133	NaN	173.02	121.08	NaN	383.36	40.189	NaN	219.24	164.09	NaN
385.23	164.47	NaN	398.78	81.808	NaN	172.38	122	NaN	381.09	40.763	NaN	218.76	160.77	NaN
388.25	164.93	NaN	400.87	79.213	NaN	171.17	124.29	NaN	379	41.194	NaN	218.61	158.43	NaN
389.36	164.88	NaN	404.64	76.333	NaN	170.7	125.11	NaN	375.5	41.851	NaN	218.41	156.39	NaN
392.53	165.44	NaN	409.25	73.613	NaN	170	126.19	NaN	369.97	41.828	NaN	218.23	154.41	NaN
395.29	165.27	NaN	412.34	71.789	NaN	169.16	127.97	NaN	364.29	42.683	NaN	218.07	152.54	NaN
398.87	165.37	NaN	415.08	70.284	NaN	168.5	129.3	NaN	357.39	44.586	NaN	217.79	149.84	NaN
404.19	166.81	NaN	417.59	68.69	NaN	167.73	130.97	NaN	350.96	46.979	NaN	217.96	148.36	NaN
408.54	168.18	NaN	421.03	66.919	NaN	167.15	131.82	NaN	345.03	49.044	NaN	218.29	145.84	NaN
411.84	168.69	NaN	422.2	66.679	NaN	166.16	133.83	NaN	340.12	50.67	NaN	218.49	143.85	NaN
416.3	169.52	NaN	424.87	63.77	NaN	165.25	136.1	NaN	335.09	52.301	NaN	218.48	141.48	NaN
420.12	170.03	NaN	426.83	59.303	NaN	164.3	138.22	NaN	329.94	54.053	NaN	218.42	139.63	NaN
424.15	170.98	NaN	428.86	54.221	NaN	163.65	139.94	NaN	325.7	55.48	NaN	218.44	138.13	NaN
428.22	171.67	NaN	430.49	49.15	NaN	162.92	141.68	NaN	321.53	57	NaN	218.59	135.98	NaN
431	171.97	NaN	431.36	46.082	NaN	162.34	144.01	NaN	316.74	58.639	NaN	218.95	133.24	NaN
434.92	172.63	NaN	432.53	41.55	NaN	162.24	147.15	NaN	313.08	59.871	NaN	219.48	129.06	NaN
437.5	173.07	NaN	433.23	38.623	NaN	163.04	150.8	NaN	309.9	60.881	NaN	219.94	126.44	NaN
440.61	173.59	NaN	434.44	33.99	NaN	166.42	160.08	NaN	305.79	62.222	NaN	220.92	123.28	NaN
443.52	174.08	NaN	435.23	30.98	NaN	167.3	162.28	NaN	302.73	63.162	NaN	223.19	120.11	NaN
446.69	174.62	NaN	436.66	27.75	NaN	169.56	166.54	NaN	298.97	64.468	NaN	225.87	117.34	NaN
448.28	174.66	NaN	439.75	25.686	NaN	171.99	170.67	NaN	296.98	65.028	NaN	227.74	115.67	NaN
451.68	175.25	NaN	443.53	26.454	NaN	174.68	174.38	NaN	293.38	67.037	NaN	229.74	113.95	NaN
453.56	175.41	NaN	448.15	28.905	NaN	176.22	176.69	NaN	289.9	69.654	NaN	231.42	112.76	NaN
455.26	175.65	NaN	453.36	32.18	NaN	178.46	179.54	NaN	286.62	73.291	NaN	233.44	111.22	NaN
457.19	175.85	NaN	456.69	34.437	NaN	180.63	182.28	NaN	284.17	76.143	NaN	234.61	110.27	NaN
458.7	176.04	NaN	460.13	36.849	NaN	182.89	184.87	NaN	283.26	76.589	NaN	236.41	108.72	NaN
461.87	175.89	NaN	463.32	38.859	NaN	183.82	185.95	NaN	282.87	76.695	NaN	238.42	106.89	NaN
464.28	174.66	NaN	466.18	40.775	NaN	185.81	188.34	NaN	282.11	77.976	NaN	240.52	104.7	NaN
468.92	172.69	NaN	468.57	41.617	NaN	187	190.2	NaN	281.78	78.911	NaN	241.36	103.46	NaN
470.85	171.57	NaN	473.28	42.905	NaN	188.15	191.81	NaN	281.13	81.32	NaN	242.94	101.78	NaN
473.94	169.71	NaN	476.91	43.495	NaN	189.37	193.34	NaN	280.19	84.483	NaN	244.94	99.695	NaN
474.14	169.52	NaN	480.32	43.867	NaN	190.64	194.95	NaN	278.62	87.972	NaN	245.09	98.053	NaN
475.62	168	NaN	484.05	44.32	NaN	191.95	196.62	NaN	277.69	90.592	NaN	246.34	93.529	NaN
475.95	167.25	NaN	487.3	44.584	NaN	193.37	198.51	NaN	276.32	94.429	NaN	246.36	90.441	NaN
478.44	164.64	NaN	490.88	44.804	NaN	193.64	199	NaN	275.53	97.333	NaN	246.3	87.276	NaN
479.72	163.74	NaN	493.61	45.054	NaN	194.37	200.1	NaN	274.5	100.93	NaN	246.38	84.107	NaN
481.72	162.79	NaN	496.3	45.178	NaN	195.59	202.19	NaN	273.6	103.7	NaN	246.24	81.469	NaN
483.91	161.8	NaN	499.32	45.384	NaN	196.46	204.5	NaN	272.69	106.58	NaN	246.02	78.875	NaN
486.34	160.41	NaN	502.09	45.459	NaN	197.19	207.35	NaN	271.94	108.78	NaN	245.96	76.669	NaN
488.21	159.21	NaN	503.98	45.524	NaN	197.56	210.51	NaN	271.25	111.11	NaN	245.73	74.274	NaN
489.33	158.29	NaN	506.73	45.539	NaN	197.78	212.01	NaN	270.69	112.95	NaN	245.62	73	NaN
489.26	157.94	NaN	509.14	45.581	NaN	197.99	214.33	NaN	269.72	115.98	NaN	245.25	70.198	NaN
490.68	156.98	NaN	510.86	45.857	NaN	197.44	217.29	NaN	269.24	117	NaN	245.05	69.017	NaN
491.27	156.34	NaN	513.42	46.932	NaN	197.66	220.87	NaN	268.47	118.59	NaN	244.84	67.452	NaN
492.33	155.47	NaN	515.2	47.714	NaN	200.46	226.16	NaN	267.23	119.83	NaN	244.59	65.85	NaN
494.43	153.49	NaN	517.73	48.661	NaN	203.98	229.86	NaN	265.29	121.37	NaN	244.4	64.983	NaN
494.69	151.44	NaN	519.03	48.962	NaN	207.95	233.95	NaN	264.18	121.93	NaN	244.2	64.375	NaN
495.77	148.66	NaN	521.24	49.782	NaN	212.19	238.34	NaN	261.83	123.23	NaN	243.75	62.056	NaN
496.78	146.78	NaN	522.57	50.105	NaN	216.07	242.12	NaN	260.52	124.08	NaN	243.19	59.467	NaN
497.83	147.72	NaN	523.95	50.711	NaN	220.01	245.72	NaN	257.94	125.94	NaN	243.18	56.008	NaN
497.52	148.74	NaN	525.46	51.544	NaN	223.59	248.79	NaN	256.25	127.78	NaN	243.23	54.257	NaN
497.08	149.57	NaN	525.95	51.859	NaN	227.29	251.95	NaN	254.58	130.07	NaN	243.07	51.213	NaN
497.17	151.79	NaN	526.63	52.189	NaN	231.03	254.71	NaN	253.9	131.41	NaN	242.74	49.145	NaN
497.42	153.07	NaN	528.09	53.377	NaN	234.68	257.51	NaN	253.14	132.78	NaN	242.77	45.369	NaN
497.41	155.56	NaN	528.3	53.913	NaN	237.27	259.53	NaN	252.31	134.15	NaN	244.05	42.337	NaN
497.13	156.93	NaN	529.61	55.789	NaN	239.94	261.56	NaN	251.61	135.75	NaN	246.09	39.03	NaN
497.04	157.46	NaN	529.28	56.078	NaN	242.89	263.73	NaN	250.94	136.92	NaN	247.43	37.202	NaN
496.6	158.73	NaN	528.37	57.108	NaN	246.14	266.18	NaN	250.55	137.5	NaN	249.57	34.766	NaN
496.27	160.27	NaN	524.24	57.949	NaN	249.13	268.52	NaN	249.62	139.17	NaN	250.85	33.286	NaN
496.18	161.2	NaN	519.49	57.935	NaN	244.54	282.74	NaN	249.14	140.1	NaN	252.13	32.018	NaN
496.16	162.4	NaN	515.91	57.563	NaN	236.59	294.79	NaN	248.34	141.29	NaN	253.58	30.623	NaN
496.11	163.81	NaN	511.84	57.792	NaN	233.02	302.7	NaN	247.15	143.15	NaN	254.8	29.486	NaN
496.04	165.65	NaN	507.34	58.074	NaN	232.64	308.33	NaN	246.3	144.86	NaN	254.79	29.378	NaN
496.06	166.59	NaN	503.41	58.571	NaN	235.26	315.11	NaN	245.85	145.86	NaN	256.84	28.204	NaN
496.26	167.66	NaN	501.48	58.835	NaN	238.49	321.18	NaN	245.25	146.91	NaN	257.62	27.929	NaN
497.42	168.21	NaN	497.68	59.232	NaN	241.11	325.65	NaN	244.29	148.61	NaN	258.7	26.525	NaN
499.01	169.29	NaN	496.03	59.364	NaN	244.2	330.69	NaN	243.42	150.2	NaN	259.87	25.277	NaN
502.2	171.1	NaN	492.51	59.435	NaN	246.76	335.17	NaN	242.85	151.23	NaN	260	25.672	NaN
504.52	172.23	NaN	490.63	59.157	NaN	248.78	338.99	NaN	242.17	152.24	NaN	260.31	26.382	NaN
506.53	173.49	NaN	488.47	58.709	NaN	250.55	342.1	NaN	241.56	154.21	NaN	261.1	26.64	NaN
509.05	175.22	NaN	486.65	58.244	NaN	252.21	345.72	NaN	241.66	157.17	NaN	260.42	25.061	NaN
511.85	176.4	NaN	484.26	57.563	NaN	253.62	348.79	NaN	241.79	160.9	NaN	259.45	23.681	NaN
515.02	177.45	NaN	481.44	55.65	NaN	255.42	352.99	NaN	242.13	165.55	NaN	257.29	20.809	NaN
517.52	177.16	NaN	475.94	52.962	NaN	256.84	356.37	NaN	242.39	169.31	NaN	256.08	19.44	NaN
520.37	176.44	NaN	471.99	51.301	NaN	257.82	358.54	NaN	242.54	173.85	NaN	254.34	18.449	NaN
522.76	175.97	NaN	468.79	50.27	NaN	259.17	361.62	NaN	242.59	176.57	NaN	253.13	18.097	NaN
525.73	175.56	NaN	465.21	49.077	NaN	260.52	365.02	NaN	242.66	179.5	NaN	251.65	17.792	NaN
528.77	175.05	NaN	462.1	47.912	NaN	261.4	366.99	NaN	242.71	182.95	NaN	250.47	18.009	NaN
531.44	174.92	NaN	458.54	46.663	NaN	274.7	365.58	NaN	242.73	185.52	NaN	247.94	17.645	NaN
533.69	174.77	NaN	455.96	45.802	NaN	292.74	353.08	NaN	242.81	188.9	NaN	247.22	18.212	NaN
536.22	174.53	NaN	453.25	44.81	NaN	308.56	343.13	NaN	242.82	191.75	NaN	246.19	18.835	NaN
538.48	174.34	NaN	451.7	44.222	NaN	322.16	334.1	NaN	242.73	194.66	NaN	243.98	19.545	NaN
540.58	174	NaN	449.17	43.364	NaN	333.35	326.29	NaN	242.59	196.57	NaN	243.25	19.924	NaN
