X1	Y1	ProbId1	
243.57	321.31	NaN
244.46	320.19	NaN
244.46	320.19	NaN
244.2	318.59	NaN
244.33	317.73	NaN
244.33	317.73	NaN
245.02	317.39	NaN
245.02	317.39	NaN
245.56	317.01	NaN
245.56	317.01	NaN
247.55	316.55	NaN
248.39	316.86	NaN
248.39	316.86	NaN
248.64	319.12	NaN
250.86	321.91	NaN
250.86	321.91	NaN
252.53	322.79	NaN
252.53	322.79	NaN
254.88	322.51	NaN
254.95	322.49	NaN
258.42	321.86	NaN
260.24	321.8	NaN
260.24	321.8	NaN
262.29	321.61	NaN
263.94	323.24	NaN
263.84	323.22	NaN
263.18	325.56	NaN
263.18	325.56	NaN
263.42	327.69	NaN
263.42	327.69	NaN
263.67	329.61	NaN
263.15	330.42	NaN
263.22	330.39	NaN
262.95	330.85	NaN
262.62	331.14	NaN
262.59	331.09	NaN
262.45	330.99	NaN
262.43	330.96	NaN
262.3	331.56	NaN
262.3	331.56	NaN
262.04	332.78	NaN
261.37	334.75	NaN
261.37	334.75	NaN
260.85	337.09	NaN
260.59	338.39	NaN
260.59	338.39	NaN
259.02	339.84	NaN
259.02	339.84	NaN
257.69	339.03	NaN
257.69	339.03	NaN
256.99	336.68	NaN
256.92	335.13	NaN
256.96	334.92	NaN
256.5	334.7	NaN
255.98	334.33	NaN
255.98	334.33	NaN
255.98	334.12	NaN
256	334.07	NaN
255.89	334.02	NaN
255.89	333.98	NaN
255.5	334.24	NaN
255.13	334.22	NaN
255.13	334.22	NaN
254.62	333.81	NaN
254.03	334.14	NaN
254.03	334.14	NaN
252.96	334.62	NaN
252.89	334.65	NaN
251.62	334.99	NaN
251.72	334.96	NaN
249.88	334.39	NaN
248.96	333.27	NaN
248.9	333.43	NaN
249.39	332.48	NaN
250.09	331.93	NaN
249.88	331.92	NaN
249.96	331.7	NaN
250.02	331.67	NaN
250.78	330.92	NaN
250.71	330.89	NaN
251.07	330.53	NaN
251.16	330.23	NaN
251.22	330.08	NaN
251.04	329.54	NaN
251.44	327.2	NaN
251.4	327.22	NaN
251.83	325.53	NaN
251.83	325.53	NaN
251.45	324.37	NaN
251.58	324.44	NaN
251.39	323.39	NaN
251.46	322.51	NaN
251.46	322.51	NaN
251.78	322.42	NaN
252.02	322.65	NaN
252.02	322.65	NaN
253.91	322.2	NaN
253.91	322.2	NaN
256.26	321.61	NaN
256.26	321.61	NaN
257.38	319.71	NaN
257.97	317.47	NaN
257.97	317.47	NaN
258.68	316.19	NaN
258.66	316.16	NaN
258.66	316.16	NaN
259.54	317.55	NaN
259.54	317.55	NaN
260.82	318.14	NaN
260.82	318.14	NaN
262.79	317.37	NaN
265.02	316.9	NaN
264.92	317.06	NaN
267.35	315.98	NaN
269.17	314.19	NaN
269.17	314.19	NaN
271.83	313.88	NaN
271.97	313.8	NaN
275.04	314.72	NaN
275.06	314.69	NaN
277.64	316.2	NaN
279.71	316.55	NaN
279.71	316.55	NaN
281.78	317.48	NaN
285.91	319.12	NaN
286.01	319.15	NaN
290.04	321.59	NaN
289.92	321.56	NaN
292.75	326.58	NaN
292.88	326.6	NaN
295.82	331.53	NaN
299.41	336.23	NaN
299.41	336.23	NaN
301.62	339.39	NaN
302.78	343.1	NaN
302.77	342.99	NaN
301.8	346.72	NaN
301.87	346.69	NaN
301.37	349.89	NaN
301.37	349.89	NaN
301.46	354.05	NaN
300.9	358.23	NaN
300.9	358.23	NaN
300.23	362.1	NaN
300.23	362.1	NaN
297.53	365.79	NaN
293.34	367.9	NaN
293.34	367.9	NaN
289.6	370.78	NaN
289.6	370.78	NaN
285.99	372.96	NaN
282.63	375.61	NaN
282.63	375.61	NaN
278.3	377.17	NaN
278.33	377.14	NaN
274	377.45	NaN
270.42	378.27	NaN
270.5	378.21	NaN
266.98	379.86	NaN
