,frame,pos_x,pos_y
0,3.0,1528.2665452337583,330.39400308252766
1,4.0,1528.014136798515,330.74653719834356
2,5.0,1527.535179279018,331.38247801295057
3,6.0,1527.484960188735,331.5372063304826
4,7.0,1527.365565803828,331.500347118913
5,8.0,1527.5361909014237,331.5405070198938
6,9.0,1527.258658008658,331.7097107438017
7,10.0,1527.4216661789094,331.63203589893664
8,11.0,1527.5914790607599,331.57535705640277
9,12.0,1527.790405834162,331.24610503385895
10,13.0,1527.869366246013,330.9356076364813
11,14.0,1528.41922631457,330.34852907111417
12,15.0,1528.3006682555258,330.65035749334083
13,16.0,1528.122603165495,330.9290393535121
14,17.0,1527.7607385811466,331.16350826044703
15,18.0,1527.6481155163974,331.1790504160548
16,19.0,1527.4254690500813,331.30605210026096
17,20.0,1527.635234135234,331.1383526383526
18,21.0,1527.6756293466547,331.18596336565776
19,22.0,1527.7208077260755,331.10677007121257
20,23.0,1527.7092332222062,331.25399816398505
21,24.0,1527.8855381697485,331.1522522522522
22,25.0,1528.1482249884739,330.53430152143846
23,26.0,1528.0250896057346,330.70376576828187
24,27.0,1528.2702091577162,330.45345769738077
25,28.0,1528.1054339010543,330.6148561614427
26,29.0,1527.7769547325101,331.08525780682646
27,30.0,1527.387375512595,331.4598711189221
28,31.0,1526.931041325594,331.7966959368954
29,32.0,1526.9178013866028,332.06638735099006
30,33.0,1527.178597895361,331.82634257200726
31,34.0,1527.4488482883944,331.44437895977603
32,35.0,1527.6355217624407,331.37637081444655
33,36.0,1527.6452408039438,331.35779294653014
34,37.0,1528.110599078341,330.7672578317739
35,38.0,1528.4518394493277,330.439188874936
36,39.0,1528.6583648150738,330.34084231145937
37,40.0,1528.7986466023092,330.49280711716824
38,41.0,1528.7457039711192,330.9692418772563
39,42.0,1528.9550666863527,331.22205817215416
40,43.0,1528.3210921364162,332.5343307641932
41,44.0,1527.8932295719844,333.13987029831384
42,45.0,1526.0042491334002,335.2163703455216
43,46.0,1525.9894233473979,336.0450070323488
44,47.0,1526.1575331261247,336.4483341512623
45,48.0,1524.4497605217566,338.2659227555284
46,49.0,1522.8863358706888,340.85170566676067
47,50.0,1519.7481849632118,345.226428884666
48,51.0,1517.1290847181988,349.29816537073737
49,52.0,1512.918389319552,355.0791881998277
50,53.0,1512.2806477732793,356.89856950067474
51,54.0,1510.553194862851,358.9366841076053
52,55.0,1508.2946159442884,361.5405882964348
53,56.0,1502.433470725005,366.1369160853942
54,57.0,1497.5655142979085,369.7698997012377
55,58.0,1491.9325278518752,373.43951043464614
56,59.0,1486.005531871701,377.3469346325619
57,60.0,1479.3367636969517,381.7392433597961
58,61.0,1472.7632691850795,386.1243525778094
59,62.0,1463.8984803921567,391.38348039215686
60,63.0,1456.3743119266055,395.8356778797145
61,64.0,1449.214429922431,401.3200510041441
62,65.0,1443.3501237756968,406.60510171133353
63,66.0,1436.7688058489034,412.48063904684534
64,67.0,1431.4077752856988,417.5386094200577
65,68.0,1425.6257665440196,423.04212659307836
66,69.0,1420.7135034556086,428.2105794790005
67,70.0,1416.0409895833332,433.36130208333327
68,71.0,1410.8702447359162,438.59058244132865
69,72.0,1405.153456916265,444.077555587992
70,73.0,1399.6683238636363,449.1625946969697
71,74.0,1393.952306378132,454.31629650721334
72,75.0,1388.0365965675608,459.01614696640075
73,76.0,1382.8166991845515,463.1320226124368
74,77.0,1376.5606246799794,467.47900665642595
75,78.0,1370.78410311493,471.16413482686306
76,79.0,1364.613695090439,474.8667183462532
77,80.0,1358.2110888443551,478.5248445609167
78,81.0,1352.2252848783492,482.0010265886459
79,82.0,1347.794659853722,484.7435126740807
80,83.0,1342.6314295502373,487.6764058141242
81,84.0,1337.6204205918737,490.4812541630983
82,85.0,1331.9539894356408,493.42739319803536
83,86.0,1327.083517597199,495.92007554818497
84,87.0,1320.1440428761143,499.0907323088598
85,88.0,1315.2622112927334,501.4411495250494
86,89.0,1309.4950856917071,503.93880574899987
87,90.0,1303.8953807740324,506.1792259675405
88,91.0,1298.604973481437,508.5158611027719
89,92.0,1293.016404101025,510.66601650412605
90,93.0,1288.173438117833,512.5016310794781
91,94.0,1283.4214076246335,514.1682306940371
92,95.0,1278.8655714285715,515.5878095238095
93,96.0,1274.0769446784611,517.1202845642609
94,97.0,1268.9305119453925,518.6931058020477
95,98.0,1264.384829792095,519.9578249942883
96,99.0,1259.127265949019,521.2555105084114
97,100.0,1254.7335453406572,522.177122482413
98,101.0,1250.4693383669714,523.0116160882823
99,102.0,1245.6522146591692,523.9946729801717
100,103.0,1240.3590127150337,524.9921715282971
101,104.0,1235.8041485044341,525.7962823788766
102,105.0,1231.7585309569401,526.2984730200815
103,106.0,1227.5399881516587,526.9003258293839
104,107.0,1223.5816613356594,527.2979548318309
105,108.0,1218.935161862114,527.7943838044594
106,109.0,1214.7315987830902,528.0714707351406
107,110.0,1210.4287692094697,528.2496192717707
108,111.0,1206.3565126150618,528.3167835169552
109,112.0,1202.194263363755,528.4734173547732
110,113.0,1198.6657297830375,528.4609467455622
111,114.0,1193.8927444794954,528.5614641229784
112,115.0,1190.1869107043815,528.3321736499773
113,116.0,1186.320818587475,528.1427399087039
114,117.0,1182.9925236496797,527.6547655375851
115,118.0,1179.0445942571785,527.4427965043695
116,119.0,1175.6533994265442,526.9927589055742
117,120.0,1173.537628305189,526.2750106428267
118,121.0,1170.3415457614744,525.811342275755
119,122.0,1165.3726900832276,525.4645695208538
120,123.0,1162.8161132487767,524.6553607904613
121,124.0,1159.2179636082074,523.9429926442122
122,125.0,1155.568156122499,523.271002310377
123,126.0,1150.3250845373502,522.6976636950508
124,127.0,1146.9999481677291,521.835328875758
125,128.0,1143.390037593985,521.1369047619048
126,129.0,1140.7450827754424,520.1368519383466
127,130.0,1138.1748061418373,519.2636471011143
128,131.0,1135.781412565026,518.3321828731492
129,132.0,1133.6833529066353,517.4025738892151
130,133.0,1131.9579356166946,516.4138592551001
131,134.0,1130.1419866798924,515.3789617873506
132,135.0,1126.4187713474766,514.7518160388704
133,136.0,1123.7867672435043,513.9404427352955
134,137.0,1120.5522085298442,513.2659364065115
135,138.0,1117.9620617074797,512.5712305559833
136,139.0,1115.8655332302937,511.69052035033485
137,140.0,1113.8145289910995,511.04295930441936
138,141.0,1110.959714905485,510.6382605102778
139,142.0,1109.4245571166769,509.98040114029726
140,143.0,1107.2763296670182,509.564110290794
141,144.0,1106.5639039126831,508.7764946645227
142,145.0,1104.3872626772409,508.27695265561164
143,146.0,1103.0223520818115,507.65191137083025
144,147.0,1100.736029077692,507.4811954162249
145,148.0,1098.370278381455,507.1493842491979
146,149.0,1095.8274136260898,507.0629641588634
147,150.0,1093.9372276463125,506.82503171713824
148,151.0,1091.417053463985,506.79697438542206
149,152.0,1089.2418473470827,506.5827016863505
150,153.0,1086.8733153638814,506.89194369571726
151,154.0,1085.6914148857775,507.0919307295505
152,155.0,1085.8803600128574,507.0555448408872
153,156.0,1080.5004918493535,509.2674957841484
154,157.0,1078.9321404903908,510.48117958913184
155,158.0,1076.2954137842685,511.4881501409172
156,159.0,1073.1396753491883,511.86409966024917
157,160.0,1070.8267696752716,512.4466427988191
158,161.0,1069.5848697148476,513.0355211406096
159,162.0,1063.4459589172586,515.7522237153644
160,163.0,1060.4975646309479,517.778443861621
161,164.0,1055.6074215033302,520.969933396765
162,165.0,1049.1893169765508,526.3103955018848
163,166.0,1042.8114212383703,531.2949631055501
164,167.0,1036.8318260534925,536.2717593483419
165,168.0,1030.068715083799,541.2455617628801
166,169.0,1022.573002251841,546.4984480555048
167,170.0,1015.6858813700918,550.7376775271512
168,171.0,1010.0092952112012,554.2152017884456
169,172.0,1003.3083027014411,558.1450493027597
170,173.0,996.9098543575287,561.69274136716
171,174.0,991.3016332085743,564.436656459113
172,175.0,982.618154158215,568.9561640748253
173,176.0,974.7474446101994,572.7619205480966
174,177.0,967.0897414695992,576.3355934071991
175,178.0,958.5308560418387,580.4690889072391
176,179.0,950.7971880881212,584.1208347171482
177,180.0,941.9628188499782,588.2677258971033
178,181.0,932.9322140279303,592.534494481929
179,182.0,925.3434171062156,595.9248629641121
180,183.0,916.3201224424038,600.5412169056441
181,184.0,908.7572289489689,604.2244706142533
182,185.0,902.8148026135177,606.9032010102674
183,186.0,896.0129735622785,610.0174434450804
184,187.0,890.2851206648554,612.6436524425976
185,188.0,881.9436759928742,616.7367180132034
186,189.0,874.9789883268483,619.9854215304798
187,190.0,869.613361547763,622.3505642885933
188,191.0,864.4247076023391,624.5091617933722
189,192.0,854.9404448346503,628.8226026729099
190,193.0,847.7312758388615,631.6003749639458
191,194.0,842.4262513692432,633.418297852074
192,195.0,836.4690786300048,635.5876507477085
193,196.0,830.3395291201982,637.5344237918216
194,197.0,820.9687629078893,640.7629595208591
195,198.0,814.8248009101251,642.7793463646706
196,199.0,808.8489212346443,644.6604727985961
197,200.0,803.2841447434733,646.3621106743271
198,201.0,798.7441860465116,647.7979494873719
199,202.0,793.1058531746031,649.4810515873015
200,203.0,786.4318506477513,651.5339145854884
201,204.0,779.8987507263219,653.5199496416811
202,205.0,773.3729576924919,655.3555172248574
203,206.0,767.73254186574,657.0407316249215
204,207.0,761.8873211545125,658.5611168869746
205,208.0,756.6301104148016,659.8583507410722
206,209.0,749.4571024512885,661.5901424680493
207,210.0,744.8775862068966,662.821264367816
208,211.0,737.9191459383297,664.5745407250854
209,212.0,734.2582263772249,665.668145565943
210,213.0,730.4397525135345,666.7252900232019
211,214.0,725.9060443764346,667.9776587605203
212,215.0,720.737616331432,669.3971780246172
213,216.0,716.3366428189029,670.5539494816761
214,217.0,711.2872147426716,671.8156688627901
215,218.0,705.3617677286742,673.1867567170754
216,219.0,700.3479909021986,674.2444275966642
217,220.0,694.7478772724904,675.6402041985726
218,221.0,688.3997661564625,677.1044323979592
219,222.0,680.7467974925047,678.774434450804
220,223.0,679.1662417675801,679.3455491820691
221,224.0,674.5427657873701,680.4029842792431
222,225.0,669.564414913252,681.5825027685493
223,226.0,665.7258122836922,682.5778191022263
224,227.0,662.4629490077868,683.3296659130871
225,228.0,659.5248483097371,684.083646344987
226,229.0,654.8591863891264,685.1627696986977
227,230.0,651.0898137480798,685.9309715821812
228,231.0,646.3882177479493,686.9272682078051
229,232.0,641.2302457850903,688.1256855575868
230,233.0,637.6245893946503,688.7200062568435
231,234.0,634.2241370223978,689.3845586297759
232,235.0,629.941052409575,690.3099230201412
233,236.0,625.7119670163352,691.2244141746255
234,237.0,621.5269304968976,692.120809218416
235,238.0,618.0392337164751,692.9336398467433
236,239.0,614.5465028068578,693.7161786274212
237,240.0,610.7232368225687,694.6099480326652
238,241.0,606.7134681604346,695.5130704689849
239,242.0,602.5075635188721,696.3005336074802
240,243.0,598.5385591070523,696.9334348046676
241,244.0,595.1912887765313,697.5543793121609
242,245.0,592.2093219445322,698.0750817251924
243,246.0,587.5707755189846,698.9758524255136
244,247.0,583.9519402500406,699.6658007252258
245,248.0,577.481708326436,700.9679412900733
246,249.0,577.0515009935019,701.0397937812147
247,250.0,574.4698941798941,701.571693121693
248,251.0,570.6118714359772,702.2524624157594
249,252.0,567.6069105691056,702.8707317073171
250,253.0,565.31955094472,703.3810454568235
251,254.0,561.2387007813697,704.0556151371227
252,255.0,557.9776037588097,704.6423910206212
253,256.0,554.013181448332,705.2860320043395
