0	0	1	1525.36	332.876	1
1	0	1	1525.5	332.487	1
2	0	1	1524.08	333.941	1
3	0	1	1523.94	334.058	1
4	0	1	1523.81	334.323	1
5	0	1	1522.82	335.686	1
6	0	1	1522.98	335.372	1
7	0	1	1522.56	336.128	1
8	0	1	1522.64	336.056	1
9	0	1	1522.98	335.767	1
10	0	1	1523.29	335.363	1
11	0	1	1523.83	334.478	1
12	0	1	1525.52	332.702	1
13	0	1	1525.76	332.33	1
14	0	1	1524.52	333.687	1
15	0	1	1524.07	334.237	1
16	0	1	1523.74	334.495	1
17	0	1	1523.71	334.383	1
18	0	1	1523.41	334.424	1
19	0	1	1522.61	335.611	1
20	0	1	1523.1	335.165	1
21	0	1	1523.5	334.821	1
22	0	1	1523.65	334.811	1
23	0	1	1523.67	334.747	1
24	0	1	1524.82	333.222	1
25	0	1	1525.37	332.665	1
26	0	1	1525.27	332.762	1
27	0	1	1524.44	333.662	1
28	0	1	1523.77	334.495	1
29	0	1	1523.51	334.553	1
30	0	1	1523.05	335.102	1
31	0	1	1522.43	335.974	1
32	0	1	1522.88	335.44	1
33	0	1	1523.34	334.883	1
34	0	1	1523.12	335.283	1
35	0	1	1523.43	335.037	1
36	0	1	1523.98	334.309	1
37	0	1	1525.79	332.635	1
38	0	1	1524.9	333.431	1
39	0	1	1524.88	333.701	1
40	0	1	1524.66	334.475	1
41	0	1	1525.05	334.461	1
42	0	1	1524.65	335.73	1
43	0	1	1524.14	337.093	1
44	0	1	1524.9	336.968	1
45	0	1	1525.26	337.964	1
46	0	1	1524.9	339.755	1
47	0	1	1522.9	342.703	1
48	0	1	1520.77	345.775	1
49	0	1	1517.84	350.25	1
50	0	1	1514.99	353.581	1
51	0	1	1511.48	357.128	1
52	0	1	1509.95	358.946	1
53	0	1	1507.52	360.72	1
54	0	1	1504.42	362.91	1
55	0	1	1498.52	366.828	1
56	0	1	1492.25	370.514	1
57	0	1	1484.95	374.386	1
58	0	1	1478.79	378.31	1
59	0	1	1473.53	382.297	1
60	0	1	1467.13	386.876	1
61	0	1	1459.71	392.037	1
62	0	1	1453.51	396.607	1
63	0	1	1446.73	402.556	1
64	0	1	1440.92	408.118	1
65	0	1	1433.98	414.679	1
66	0	1	1428.88	419.751	1
67	0	1	1424.33	424.428	1
68	0	1	1419.16	429.799	1
69	0	1	1414.27	435.163	1
70	0	1	1408.77	440.466	1
71	0	1	1402.89	445.881	1
72	0	1	1397.36	450.861	1
73	0	1	1391.9	455.626	1
74	0	1	1386.27	460.118	1
75	0	1	1379.46	464.909	1
76	0	1	1372.51	469.324	1
77	0	1	1366.52	472.998	1
78	0	1	1359.33	477.024	1
79	0	1	1353.99	480.132	1
80	0	1	1346.93	484.208	1
81	0	1	1342.4	487.018	1
82	0	1	1337.26	489.981	1
83	0	1	1332.36	492.81	1
84	0	1	1327.19	495.626	1
85	0	1	1322.23	498.211	1
86	0	1	1315.45	501.311	1
87	0	1	1310.13	503.725	1
88	0	1	1302.79	506.619	1
89	0	1	1296.3	509.015	1
90	0	1	1290.96	511.325	1
91	0	1	1284.93	513.39	1
92	0	1	1280.3	515.096	1
93	0	1	1275.69	516.707	1
94	0	1	1271.08	518.133	1
95	0	1	1265.84	519.684	1
96	0	1	1261.56	521.069	1
97	0	1	1257.03	522.169	1
98	0	1	1251.15	523.31	1
99	0	1	1246.41	524.089	1
100	0	1	1241.12	524.971	1
101	0	1	1233.97	526.283	1
102	0	1	1228.52	527.148	1
103	0	1	1224.47	527.532	1
104	0	1	1220.51	527.955	1
105	0	1	1216.61	528.473	1
106	0	1	1212.17	528.985	1
107	0	1	1208.99	529.231	1
108	0	1	1205.07	529.429	1
109	0	1	1201.47	529.418	1
110	0	1	1196.26	529.574	1
111	0	1	1192.05	529.657	1
112	0	1	1188.51	529.468	1
113	0	1	1183.9	529.332	1
114	0	1	1179.05	529.229	1
115	0	1	1176.42	528.841	1
116	0	1	1171	528.721	1
117	0	1	1167.29	528.683	1
118	0	1	1164.5	528.234	1
119	0	1	1163.94	527.136	1
120	0	1	1161.19	526.624	1
121	0	1	1156.76	526.228	1
122	0	1	1152.73	525.53	1
